PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
778. Zachary Pochiro,Florida Panthers,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$663,333"
779. Vincent Trocheck,Minnesota Wild,,UFA,24,"C, RW",,50,7,15,22,9,14:00,-,-,-,-,-,,"$692,500","$661,667"
780. Keegan Kanzig,Colorado Avalanche,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$661,667"
781. Justin Bailey,Vancouver Canucks,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$661,666"
782. Greg McKegg,Colorado Avalanche,,RFA,25,C,,3,0,0,0,0,00:00,-,-,-,-,-,,"$650,000","$660,000"
783. Michael Bournival,Boston Bruins,,RFA,25,LW,,29,3,2,5,3,00:00,-,-,-,-,-,,"$650,000","$660,000"
784. Ryan Graves,Buffalo Sabres,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$660,000"
785. Josh Archibald,Detroit Red Wings,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$659,167"
786. Laurent Brossoit,Tampa Bay Lightning,,RFA,24,G,,1,-,-,-,-,-,0,1,0,2.00,.961,,"$642,500","$659,167"
787. Jordan Martinook,Detroit Red Wings,,UFA,25,LW,,8,0,1,1,-3,11:41,-,-,-,-,-,,"$733,250","$658,250"
788. Brett Kulak,Pittsburgh Penguins,,RFA,23,D,,1,0,0,0,0,19:31,-,-,-,-,-,,"$635,000","$656,667"
789. Ryan Culkin,Pittsburgh Penguins,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$656,667"
790. Scott Wilson,Detroit Red Wings,,RFA,25,LW,,1,0,0,0,0,00:00,-,-,-,-,-,,"$642,500","$655,000"
791. Antoine Bibeau,New York Islanders,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$630,000","$655,000"
792. Anton Forsberg,New York Islanders,,RFA,24,G,,5,-,-,-,-,-,0,4,0,4.69,.866,,"$645,000","$655,000"
793. Dana Tyrell,Pittsburgh Penguins,,UFA,28,C,,3,0,0,0,-1,00:00,-,-,-,-,-,,"$655,000","$655,000"
794. Brendan Leipsic,Florida Panthers,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$653,333"
795. Jean Dupuy,Carolina Hurricanes,,UFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$653,333"
796. Bryan Rust,Pittsburgh Penguins,,RFA,25,RW,,14,1,1,2,-3,12:01,-,-,-,-,-,,"$640,000","$652,500"
797. Patrick Brown,Colorado Avalanche,,RFA,25,C,,7,0,0,0,-4,00:00,-,-,-,-,-,,"$640,000","$652,500"
798. Colton Sceviour,Columbus Blue Jackets,,UFA,28,"C, RW",,71,9,17,26,1,12:42,-,-,-,-,-,,"$600,000","$650,000"
799. Patrick Eaves,Tampa Bay Lightning,,UFA,33,"RW, LW",,47,14,13,27,12,13:43,-,-,-,-,-,,"$650,000","$650,000"
800. Scott Glennie,Philadelphia Flyers,,UFA,26,RW,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
801. Cameron Gaunce,Washington Capitals,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
802. Michael Kostka,Vancouver Canucks,,UFA,31,D,,7,0,1,1,1,15:23,-,-,-,-,-,,"$650,000","$650,000"
803. Christopher Gibson,Vegas Golden Knights,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$650,000","$650,000"
804. Brayden McNabb,Washington Capitals,,UFA,26,D,,71,2,22,24,11,15:53,-,-,-,-,-,,"$625,000","$650,000"
805. Shane O'Brien,Arizona Coyotes,,UFA,33,D,,9,0,1,1,-4,13:28,-,-,-,-,-,,"$650,000","$650,000"
806. Chris Butler,Los Angeles Kings,,UFA,30,D,,33,3,6,9,8,17:11,-,-,-,-,-,,"$650,000","$650,000"
807. Brad Malone,Edmonton Oilers,,UFA,28,"C, LW",,65,7,8,15,-8,10:09,-,-,-,-,-,,"$600,000","$650,000"
808. Eric Boulton,Ottawa Senators,,UFA,40,LW,,10,2,0,2,-1,00:00,-,-,-,-,-,,"$650,000","$650,000"
809. Rylan Schwartz,Winnipeg Jets,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
810. Chad Ruhwedel,Philadelphia Flyers,,UFA,27,D,,4,0,1,1,3,12:27,-,-,-,-,-,,"$625,000","$650,000"
811. Graham Black,Buffalo Sabres,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$650,000"
812. Harry Zolnierczyk,Boston Bruins,,UFA,29,LW,,2,0,0,0,-1,11:07,-,-,-,-,-,,"$650,000","$650,000"
813. Ben Street,Ottawa Senators,,UFA,30,C,,3,0,0,0,0,11:35,-,-,-,-,-,,"$650,000","$650,000"
814. Scott Wedgewood,Arizona Coyotes,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$690,000","$648,333"
815. Marek Langhamer,Carolina Hurricanes,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$623,333","$648,333"
816. Michael Lee,Detroit Red Wings,,UFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$690,000","$648,333"
817. Joseph Blandisi,Washington Capitals,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$565,000","$648,333"
818. Connor Crisp,Edmonton Oilers,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$646,667"
819. Dalton Thrower,Chicago Blackhawks,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$646,667"
820. Curtis McKenzie,Dallas Stars,,UFA,26,LW,,36,4,1,5,-8,11:32,-,-,-,-,-,,"$670,000","$645,000"
821. JC Lipon,Anaheim Ducks,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$645,000"
822. Gemel Smith,Arizona Coyotes,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$645,000"
823. Cole Ully,Tampa Bay Lightning,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$645,000"
824. Alex Broadhurst,Los Angeles Kings,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$643,333"
825. Max McCormick,Winnipeg Jets,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$642,500"
826. Marek Hrivik,Edmonton Oilers,,RFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$641,667"
827. Darian Dziurzynski,Washington Capitals,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$640,000"
828. Alexandre Grenier,Nashville Predators,,RFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$640,000"
829. Martin Frk,Washington Capitals,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$639,167"
830. Tim Heed,Vegas Golden Knights,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$638,333"
831. Brian Flynn,Tampa Bay Lightning,,UFA,29,RW,,63,5,12,17,-5,15:53,-,-,-,-,-,,"$650,000","$637,500"
832. Nicolas Deslauriers,San Jose Sharks,,UFA,26,LW,,82,5,10,15,-24,11:52,-,-,-,-,-,,"$625,000","$637,500"
833. Colin McDonald,Dallas Stars,,UFA,32,RW,,18,2,6,8,-3,10:30,-,-,-,-,-,,"$675,000","$637,500"
834. Branden Troock,Toronto Maple Leafs,,UFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$636,667"
835. Connor Carrick,Los Angeles Kings,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$636,667"
836. Garret Ross,Nashville Predators,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$636,667"
837. Petteri Lindbohm,Tampa Bay Lightning,,RFA,23,D,,23,2,1,3,-1,15:34,-,-,-,-,-,,"$620,000","$636,667"
838. Jordan Binnington,Nashville Predators,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$642,500","$636,667"
839. Nathan Walker,New York Rangers,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$635,000"
840. Colton Sissons,Dallas Stars,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$635,000"
841. Michael St. Croix,Minnesota Wild,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$635,000"
842. Daniel O'Donoghue,Arizona Coyotes,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$635,000"
843. Cedric Paquette,Chicago Blackhawks,,RFA,23,"C, LW",,64,12,7,19,4,13:36,-,-,-,-,-,,"$625,000","$633,333"
844. Dylan DeMelo,Minnesota Wild,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$633,333"
845. Sven Andrighetto,San Jose Sharks,,RFA,24,RW,,12,2,1,3,0,00:00,-,-,-,-,-,,"$625,000","$633,333"
846. Anton Cederholm,Dallas Stars,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$633,333"
847. Sam Carrick,Carolina Hurricanes,,UFA,25,C,,16,1,1,2,1,00:00,-,-,-,-,-,,"$660,000","$631,667"
848. Viktor Arvidsson,Carolina Hurricanes,,UFA,24,"LW, RW",,6,0,0,0,0,10:15,-,-,-,-,-,,"$615,000","$631,667"
849. Felix Girard,Edmonton Oilers,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$631,667"
850. Troy Bourke,Edmonton Oilers,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$631,667"
851. Kale Kessy,Anaheim Ducks,,UFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$630,000"
852. Jordan Szwarz,,,UFA,26,RW,,9,1,0,1,-2,13:28,-,-,-,-,-,,"$625,000","$630,000"
853. Matt Murray,,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$642,500","$628,333"
854. Luke Glendening,,,UFA,28,"C, RW, LW",,82,12,6,18,5,14:43,-,-,-,-,-,,"$610,000","$628,333"
855. Tristan Jarry,,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$628,333"
856. Vincent Dunn,,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$628,333"
857. Andreas Athanasiou,,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$628,333"
858. Ben Harpur,,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$628,333"
859. Luke Witkowski,,,UFA,27,D,,16,0,0,0,0,15:11,-,-,-,-,-,,"$627,500","$627,500"
860. Freddie Hamilton,,,RFA,25,C,,18,1,0,1,-2,00:00,-,-,-,-,-,,"$625,000","$626,667"
861. Adam Payerl,,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$626,667"
862. Barclay Goodrow,,,RFA,24,"RW, C",,60,4,8,12,-1,11:04,-,-,-,-,-,,"$610,000","$626,667"
863. Ben Thomson,,,RFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$626,667"
864. Brady Austin,,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$626,667"
865. Kenton Helgesen,,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$626,667"
866. Julian Melchiori,,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$625,000"
867. Corey Tropp,,,UFA,28,"RW, LW",,61,1,7,8,-14,00:00,-,-,-,-,-,,"$625,000","$625,000"
868. Cody Goloubef,,,UFA,27,D,,36,0,9,9,12,15:33,-,-,-,-,-,,"$625,000","$625,000"
869. Nate Schmidt,,,RFA,26,D,,39,1,3,4,-2,13:53,-,-,-,-,-,,"$625,000","$625,000"
870. Cameron Schilling,,,UFA,28,D,,4,0,0,0,1,11:22,-,-,-,-,-,,"$625,000","$625,000"
871. Matt Tennyson,,,UFA,27,D,,27,2,6,8,0,17:34,-,-,-,-,-,,"$625,000","$625,000"
872. Troy Grosenick,,,UFA,27,G,,2,-,-,-,-,-,1,1,1,1.53,.948,,"$650,000","$625,000"
873. Charles Hudon,,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$625,000"
874. Zach Trotman,,,UFA,26,D,,27,1,4,5,-2,16:24,-,-,-,-,-,,"$600,000","$625,000"
875. Fredrik Claesson,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$623,333"
876. Dmitrii Sergeev,,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$623,333"
877. Dennis Robertson,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$622,500"
878. Borna Rendulic,,,UFA,25,RW,,11,1,1,2,1,00:00,-,-,-,-,-,,"$610,000","$622,500"
879. Liam O'Brien,,,RFA,22,C,,13,1,1,2,4,00:00,-,-,-,-,-,,"$605,000","$621,667"
880. Brenden Kichton,,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$620,000"
881. Viktor Svedberg,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$620,000"
882. Jeremy Grégoire,,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$620,000"
883. Ryan Sproul,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$620,000"
884. Cole Cassels,,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$620,000"
885. Tyler Bunz,,,UFA,25,G,,1,-,-,-,-,-,0,0,0,9.00,.750,,"$645,000","$618,333"
886. Max Reinhart,,,RFA,25,C,,4,0,0,0,-3,00:00,-,-,-,-,-,,"$600,000","$618,333"
887. Andrew O'Brien,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$618,333"
888. Ryan Olsen,,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$612,500","$616,667"
889. Jake Dotchin,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$616,667"
890. Justin Auger,,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$616,667"
891. Joakim Nordstrom,,,RFA,25,LW,,38,0,3,3,-5,10:58,-,-,-,-,-,,"$625,000","$616,667"
892. Mac Carruth,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$625,000","$616,667"
893. Cody Donaghey,,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$616,667"
894. Zachary Leslie,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$616,667"
895. Cody Corbett,,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$616,667"
896. Richard Bachman,,,UFA,30,G,,7,-,-,-,-,-,3,2,1,2.84,.911,,"$615,000","$615,000"
897. Brandon Davidson,,,RFA,25,D,,12,1,0,1,-5,15:08,-,-,-,-,-,,"$640,000","$615,000"
898. Ryan Faragher,,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$615,000","$615,000"
899. Zack Mitchell,,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$590,000","$615,000"
900. Loic Leduc,,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$590,000","$615,000"
901. Jean-Gabriel Pageau,,,UFA,24,C,,50,10,9,19,4,14:11,-,-,-,-,-,,"$660,000","$613,333"
902. Lukas Sedlak,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$613,333"
903. Klas Dahlbeck,,,RFA,26,D,,23,1,3,4,-8,19:11,-,-,-,-,-,,"$620,000","$613,333"
904. Reece Scarlett,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$613,333"
905. Micheal Ferland,,,UFA,25,"LW, RW",,26,2,3,5,1,10:31,-,-,-,-,-,,"$600,000","$611,667"
906. Daniel Catenacci,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$611,667"
907. Henri Kiviaho,,,UFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$605,000","$611,667"
908. Josh Shalla,,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$611,667"
909. Justin Dowling,,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$590,000","$610,000"
910. Brendan Ranford,,,UFA,25,LW,,1,0,0,0,0,00:00,-,-,-,-,-,,"$590,000","$610,000"
911. Jordan Weal,,,UFA,25,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$610,000"
912. Marek Mazanec,,,RFA,26,G,,2,-,-,-,-,-,0,1,0,2.26,.915,,"$610,000","$610,000"
913. Hunter Warner,,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$610,000"
914. Danick Gauthier,,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$608,333"
915. Kristers Gudlevskis,,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$608,333"
916. Tommy Hughes,,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$608,333"
917. Jaynen Rissling,,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$590,000","$606,667"
918. Damon Severson,,,RFA,22,D,,51,5,12,17,-13,21:57,-,-,-,-,-,,"$642,500","$605,833"
919. Maxime Clermont,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$605,000","$605,000"
920. Anthony Bitetto,,,UFA,27,D,,7,0,0,0,-1,11:46,-,-,-,-,-,,"$605,000","$605,000"
921. Jesse Graham,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$580,000","$605,000"
922. Brett Gallant,,,UFA,28,LW,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$605,000"
923. Mark Stone,,,RFA,25,RW,,80,26,38,64,21,17:01,-,-,-,-,-,,"$575,000","$603,333"
924. Colin Miller,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$602,500"
925. T.J. Brennan,,,UFA,28,D,,6,0,1,1,-7,16:48,-,-,-,-,-,,"$600,000","$600,000"
926. Robert Bortuzzo,,,UFA,28,D,,51,3,5,8,-9,15:27,-,-,-,-,-,,"$650,000","$600,000"
927. Cory Conacher,,,UFA,27,LW,,15,1,2,3,-3,13:28,-,-,-,-,-,,"$600,000","$600,000"
928. Jordan Caron,,,UFA,26,RW,,30,0,0,0,-2,00:00,-,-,-,-,-,,"$600,000","$600,000"
929. Tim Erixon,,,UFA,26,D,,42,2,5,7,-7,00:00,-,-,-,-,-,,"$600,000","$600,000"
930. Jeff Zatkoff,,,UFA,30,G,,1,-,-,-,-,-,0,1,0,1.62,.941,,"$600,000","$600,000"
931. Ben Chiarot,,,UFA,26,D,,40,2,6,8,5,17:01,-,-,-,-,-,,"$600,000","$600,000"
932. Julien Brouillette,,,UFA,30,D,,1,0,0,0,0,00:00,-,-,-,-,-,,"$600,000","$600,000"
933. Kellan Lain,,,UFA,27,LW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
934. Mike Blunden,,,UFA,30,RW,,2,0,0,0,-1,00:00,-,-,-,-,-,,"$600,000","$600,000"
935. Paul Byron,,,UFA,28,"C, LW, RW",,57,6,13,19,-2,14:28,-,-,-,-,-,,"$600,000","$600,000"
936. Chris Mueller,,,UFA,31,C,,7,1,1,2,-1,10:27,-,-,-,-,-,,"$600,000","$600,000"
937. Chris Summers,,,UFA,29,D,,20,0,3,3,-12,13:42,-,-,-,-,-,,"$575,000","$600,000"
938. Cedrick Desjardins,,,UFA,31,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
939. Troy Bodie,,,UFA,32,RW,,5,0,0,0,0,00:00,-,-,-,-,-,,"$600,000","$600,000"
940. John Kurtz,,,UFA,28,LW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
941. Curtis McElhinney,,,UFA,34,G,,32,-,-,-,-,-,12,14,0,2.88,.914,,"$600,000","$600,000"
942. Will Weber,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
943. Greg Zanon,,,UFA,37,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
944. Adam Cracknell,,,UFA,32,RW,,17,0,1,1,-8,00:00,-,-,-,-,-,,"$600,000","$600,000"
945. Benn Ferriero,,,UFA,30,RW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
946. David Shields,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
947. Pierre-Edouard Bellemare,,,UFA,32,"LW, C",,81,6,6,12,-3,12:49,-,-,-,-,-,,"$600,000","$600,000"
948. Nick Holden,,,UFA,30,D,,78,5,9,14,-11,19:48,-,-,-,-,-,,"$600,000","$600,000"
949. Chris Terry,,,UFA,28,"LW, RW",,57,11,9,20,-4,12:43,-,-,-,-,-,,"$600,000","$600,000"
950. Niklas Svedberg,,,UFA,27,G,,18,-,-,-,-,-,7,5,2,2.33,.918,,"$600,000","$600,000"
951. Jordan Schroeder,,,UFA,26,"C, RW",,25,3,5,8,9,10:51,-,-,-,-,-,,"$600,000","$600,000"
952. Steve Bernier,,,UFA,32,RW,,67,16,16,32,2,12:56,-,-,-,-,-,,"$600,000","$600,000"
953. Keith Kinkaid,,,UFA,28,G,,19,-,-,-,-,-,6,5,0,2.59,.915,,"$600,000","$600,000"
954. Micheal Haley,,,UFA,31,C,,4,0,0,0,-1,00:00,-,-,-,-,-,,"$600,000","$600,000"
955. Alexandre Bolduc,,,UFA,32,C,,3,0,0,0,-1,10:39,-,-,-,-,-,,"$600,000","$600,000"
956. Philip Lane,,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$600,000"
957. Joey MacDonald,,,UFA,37,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
958. Ben Holmstrom,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
959. Brett Bellemore,,,UFA,29,D,,49,2,8,10,1,16:22,-,-,-,-,-,,"$600,000","$600,000"
960. Cal O'Reilly,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
961. Joe Cannata,,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
962. Alex Biega,,,UFA,29,D,,7,1,0,1,-2,15:47,-,-,-,-,-,,"$600,000","$600,000"
963. Darren Archibald,,,UFA,27,RW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
964. Rob Zepp,,,UFA,35,G,,10,-,-,-,-,-,5,2,0,2.89,.888,,"$600,000","$600,000"
965. David Warsofsky,,,UFA,27,D,,4,0,1,1,1,17:45,-,-,-,-,-,,"$600,000","$600,000"
966. Justin Florek,,,UFA,26,LW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
967. Tommy Cross,,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
968. Kevin Porter,,,UFA,31,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
969. Tom McCollum,,,UFA,27,G,,2,-,-,-,-,-,1,0,0,0.91,.960,,"$600,000","$600,000"
970. Joel Rechlicz,,,UFA,30,RW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
971. Tye McGinn,,,RFA,26,LW,,51,2,5,7,0,00:00,-,-,-,-,-,,"$600,000","$600,000"
972. Joe Hicketts,,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$600,000"
973. Matt Hunwick,,,UFA,32,D,,55,2,9,11,17,15:48,-,-,-,-,-,,"$600,000","$600,000"
974. Tom Kuhnhackl,,,RFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$598,333"
975. Petr Mrazek,,,RFA,25,G,,29,-,-,-,-,-,16,9,3,2.38,.918,,"$550,000","$595,000"
976. Seth Helgeson,,,UFA,26,D,,22,0,2,2,4,13:27,-,-,-,-,-,,"$595,000","$595,000"
977. Alan Quine,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$595,000"
978. Jean-Sebastien Dea,,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$590,000","$593,333"
979. Connor Brickley,,,RFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$580,000","$592,500"
980. Cody Beach,,,UFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$591,667"
981. Colin Jacobs,,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$580,000","$591,667"
982. Sergey Tolchinsky,,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$591,667"
983. Frank Corrado,,,RFA,24,D,,10,1,0,1,-7,15:40,-,-,-,-,-,,"$575,000","$591,667"
984. Andrew Agozzino,,,UFA,26,LW,,1,0,1,1,1,00:00,-,-,-,-,-,,"$590,000","$590,000"
985. Scott Harrington,,,RFA,24,D,,10,0,0,0,-10,15:48,-,-,-,-,-,,"$550,000","$589,167"
986. Yanni Gourde,,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$587,500"
987. Stephane Veilleux,,,UFA,35,LW,,12,1,1,2,0,00:00,-,-,-,-,-,,"$575,000","$587,500"
988. Philip Varone,,,UFA,26,C,,28,3,2,5,-14,13:26,-,-,-,-,-,,"$595,000","$586,667"
989. Samuel Henley,,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$580,000","$586,667"
990. John Albert,,,UFA,28,C,,0,0,0,0,0,,-,-,-,-,-,,"$585,000","$585,000"
991. Evan McEneny,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$585,000"
992. Stefan Fournier,,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$583,333"
993. Maxime Lagace,,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$585,000","$581,667"
994. Joshua McFadden,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$580,000","$580,000"
995. Philipp Grubauer,,,RFA,25,G,,1,-,-,-,-,-,1,0,0,1.85,.920,,"$600,000","$578,333"
996. Louis Domingue,,,RFA,25,G,,7,-,-,-,-,-,1,2,0,2.73,.911,,"$550,000","$578,333"
997. Kurtis MacDermid,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$585,000","$578,333"
998. Patrick Maroon,,,UFA,29,LW,,71,9,25,34,-5,14:16,-,-,-,-,-,,"$575,000","$575,000"
999. Mark Borowiecki,,,UFA,28,D,,63,1,10,11,15,15:54,-,-,-,-,-,,"$600,000","$575,000"
1000. Spencer Abbott,,,UFA,29,LW,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1001. Michael Hutchinson,,,UFA,27,G,,38,-,-,-,-,-,21,10,2,2.39,.914,,"$550,000","$575,000"
1002. Will O'Neill,,,UFA,29,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1003. Aaron Volpatti,,,UFA,32,LW,,2,0,0,0,0,00:00,-,-,-,-,-,,"$600,000","$575,000"
1004. Blake Parlett,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
