Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
629,SISLO, MIKE,New Jersey,F(RW),42,422.633,5,10,0.71,1.42,33.33,1.7134,2.0254,45.83,-1.0036,-0.6058,-12.49,-1.1014,-0.5802,-14.19,2.1806,2.21,49.66,161,168,3.1056,94.0476,97.1532,6.8765,92.5929,-3.7709,1.4547,-3.9845,1.2001,7.5145,92.3685,314,334,44.578,47.417,48.46,-1.8956,-1.2077,-0.41,-3.2689,-2.2031,-0.63,54.3689,53.918,50.21,1.5924,97.006,98.5984,3.6869,95.8345,-2.0946,1.1714,-2.1931,1.0364,4.0107,95.9011,20.9982,9.434,15.873,19.8483,20.2547,18.9091,17.8862,19.8795,2,2,1,4,3,58,91,3.448275862,2.197802198,0.2839,0.2839,0.142,0.5679,0.4259,8.2341,12.919,40,40,80,60,346,132,110,104,38.1503,31.7919,30.0578
630,MARTIN, MATT,NY Islanders,F(LW),237,2522.3,83,93,1.974,2.212,47.16,2.1327,2.5654,45.39,-0.1583,-0.3532,1.76,-0.4401,-0.1754,-3.12,2.0938,2.1677,49.13,1128,1125,7.3582,91.7333,99.0915,7.2147,91.4386,0.1435,0.2948,-0.409,-0.1095,7.4127,92.4889,2110,2245,50.192,53.404,48.45,-5.7157,-3.7953,-0.98,-9.243,-2.9176,-2.9,52.892,53.971,49.5,3.9336,95.8575,99.7911,3.8146,95.5149,0.1191,0.3426,-0.1288,0.0968,3.9587,95.9837,22.0418,18.7783,20.7589,19.2747,21.1414,17.3528,23.7107,24.6794,25,20,14,45,39,282,452,8.865248227,5.530973451,0.5947,0.4758,0.333,1.0705,0.9277,6.7082,10.7521,30.12,24.1,54.22,46.99,2327,943,777,607,40.5243,33.3906,26.0851
631,MICHALEK, ZBYNEK,Arizona,D,197,3082.58,104,108,2.024,2.102,49.06,1.9771,2.3457,45.74,0.0472,-0.2436,3.32,0.1638,-0.2235,4.61,2.2856,2.228,50.64,1391,1377,7.4766,92.1569,99.6335,6.9576,92.3182,0.5191,-0.1613,0.7137,-0.3314,7.7716,92.2297,2596,2765,50.529,53.818,48.42,-3.9755,-2.8634,-0.6,-3.2024,-3.8859,0.21,55.3389,54.0481,50.59,4.0062,96.094,100.1002,3.6274,95.8616,0.3787,0.2325,0.5436,0.1243,4.1302,95.8778,33.2373,35.1351,31.0345,31.888,31.7087,29.5053,34.7285,36.2983,7,17,8,24,15,210,445,3.333333333,1.573033708,0.1362,0.3309,0.1557,0.4671,0.292,4.0875,8.6616,6.73,16.35,23.08,14.42,3051,1212,1004,835,39.7247,32.9072,27.3681
632,CHORNEY, TAYLOR,Washington,D,62,732.817,32,25,2.62,2.047,56.14,2.1941,2.1216,50.84,0.4259,-0.0747,5.3,0.0297,0.1438,-1.51,2.078,2.2152,48.4,330,350,9.697,92.8571,102.5541,7.5986,92.4502,2.0983,0.407,1.2268,-0.2331,7.3657,92.4039,629,670,51.5,54.857,48.42,-3.9401,1.6077,-2.59,-5.9903,0.2741,-2.88,52.8186,54.7795,49.09,5.0874,96.2687,101.3561,3.9576,96.0157,1.1298,0.2529,0.5817,-0.2447,3.9342,95.9562,24.4047,24.6154,25.7732,22.4322,24.4973,26.8156,14.1163,19.9627,1,5,3,6,4,31,89,3.225806452,1.123595506,0.0819,0.4094,0.2456,0.4913,0.3275,2.5382,7.287,3.13,15.63,18.75,12.5,573,214,119,240,37.3473,20.7679,41.8848
633,CLUNE, RICH,Toronto,F(LW),78,629.8,15,21,1.429,2.001,41.67,2.0578,2.2362,47.92,-0.6287,-0.2356,-6.26,-1.0316,-0.615,-6.81,2.0208,2.2125,47.74,244,268,6.1475,92.1642,98.3117,7.3412,92.1944,-1.1937,-0.0302,-2.2353,0.8236,7.2849,92.3661,461,491,43.919,46.777,48.42,-8.4802,-8.0948,-0.42,-11.0295,-8.7333,-1.32,52.1007,54.5889,48.83,3.2538,95.723,98.9768,3.9271,95.9246,-0.6733,-0.2016,-1.2243,0.4351,3.8787,95.9469,16.9004,10.5634,13.4615,13.9824,14.6305,14.3627,17.2879,17.7107,3,8,7,11,10,38,67,7.894736842,4.47761194,0.2858,0.7621,0.6669,1.048,0.9527,3.6202,6.383,20,53.33,73.33,66.67,607,229,218,160,37.7265,35.9143,26.3591
634,ETEM, EMERSON,Vancouver,F(RW),132,1539.78,48,63,1.87,2.455,43.24,2.2038,2.1786,50.29,-0.3334,0.2762,-7.04,-0.544,0.2794,-9.36,2.1626,2.2199,49.35,751,785,6.3915,91.9745,98.366,7.6793,92.4604,-1.2879,-0.4859,-2.4078,-0.6323,7.5255,92.3278,1390,1481,54.163,57.709,48.42,0.7745,3.5215,-1.21,1.7767,3.1095,-0.55,54.0304,54.6068,49.73,3.4532,95.7461,99.1993,4.1279,95.9795,-0.6746,-0.2334,-1.1555,-0.2695,4.0026,95.9348,24.3976,20,26.6949,25.018,25.4336,22.1144,23.7755,22.3247,15,17,11,32,26,198,363,7.575757576,4.132231405,0.5845,0.6624,0.4286,1.2469,1.0131,7.7154,14.1448,31.25,35.42,66.67,54.17,1383,484,466,433,34.9964,33.6949,31.3087
635,SESTITO, TIM,New Jersey,F(C),31,244.45,6,8,1.473,1.964,42.86,1.7739,2.0051,46.94,-0.3012,-0.0415,-4.08,-0.5708,-0.3175,-4.4,1.9971,2.1087,48.64,92,96,6.5217,91.6667,98.1884,7.2433,92.5988,-0.7216,-0.9321,-1.8278,0.3781,7.1108,92.6727,152,162,37.308,39.763,48.41,-8.6311,-8.2345,-0.5,-10.5004,-5.8123,-2.79,52.4528,54.1455,49.21,3.9474,95.0617,99.0091,3.8614,95.8224,0.0859,-0.7607,-0.327,0.0669,3.8074,96.1055,16.2211,12.2449,14.2857,13.1261,14.4514,16.9666,14.1439,16.537,0,4,4,4,4,21,32,0,0,0,0.9818,0.9818,0.9818,0.9818,5.1544,7.8544,0,66.67,66.67,66.67,208,85,57,66,40.8654,27.4038,31.7308
636,SPOONER, RYAN,Boston,F(C),132,1476.83,59,55,2.397,2.235,51.75,2.3091,2.0612,52.84,0.0879,0.1733,-1.08,0.2416,0.1158,1.32,2.1275,2.193,49.24,761,818,7.753,93.2763,101.0293,7.7038,92.8246,0.0491,0.4517,0.7438,0.6068,7.4493,92.4361,1346,1435,54.685,58.3,48.4,-0.7772,5.3222,-2.75,-1.2225,4.3651,-2.5,53.4406,54.2597,49.62,4.3834,96.1672,100.5506,4.1634,96.1093,0.22,0.058,0.5279,0.0955,3.9811,95.9583,23.1623,25.1064,24.1228,22.7711,24.5761,25.7171,19.4621,20.4638,11,36,23,47,34,187,292,5.882352941,3.767123288,0.4469,1.4626,0.9344,1.9095,1.3813,7.5973,11.8632,18.64,61.02,79.66,57.63,1368,450,398,520,32.8947,29.0936,38.0117
637,BURMISTROV, ALEXANDER,Winnipeg,F(C),81,1044.37,26,40,1.494,2.298,39.39,2.2915,2.204,50.97,-0.7977,0.094,-11.58,-1.0379,0.1342,-14.52,2.2726,2.2084,50.72,474,491,5.4852,91.8534,97.3386,8.0052,92.2032,-2.52,-0.3498,-2.8839,-0.4007,7.7778,92.3603,851,908,48.891,52.166,48.38,-5.3944,-1.4481,-1.93,-8.5796,0.1262,-4.1,54.9068,54.205,50.32,3.0552,95.5947,98.6499,4.2212,95.8891,-1.1659,-0.2943,-1.3499,-0.2473,4.139,95.9259,27.359,18.1818,28.5714,24.2658,27.4072,24.216,23.9515,26.8546,5,12,5,17,10,89,182,5.617977528,2.747252747,0.2873,0.6894,0.2873,0.9767,0.5745,5.1131,10.4561,19.23,46.15,65.38,38.46,897,362,257,278,40.3567,28.6511,30.9922
638,GOLOUBEF, CODY,Columbus,D,84,1163.68,45,32,2.32,1.65,58.44,2.2556,2.4323,48.12,0.0646,-0.7824,10.33,0.0558,-0.9955,12.32,2.1634,2.2059,49.51,548,592,8.2117,94.5946,102.8063,7.867,91.9003,0.3447,2.6943,0.2326,3.1154,7.5831,92.3859,1002,1069,51.664,55.118,48.38,-0.7176,0.115,-0.4,-0.5883,-1.9589,0.59,53.6115,54.6321,49.53,4.491,97.0065,101.4975,4.3062,95.5778,0.1848,1.4287,0.1573,1.6413,4.0353,95.9622,29.1008,29.6053,20.3822,28.8678,28.3856,29.4312,28.4364,25.4373,1,15,5,16,6,66,164,1.515151515,0.609756098,0.0516,0.7734,0.2578,0.825,0.3094,3.403,8.4559,2.22,33.33,35.56,13.33,1097,349,391,357,31.814,35.6427,32.5433
639,GUSTAFSSON, ERIK,Philadelphia,D,31,477.917,24,17,3.013,2.134,58.54,2.1791,2.2692,48.99,0.834,-0.1349,9.55,0.7681,0.014,7.11,2.0865,2.1833,48.87,243,257,9.8765,93.3852,103.2617,7.6741,92.453,2.2024,0.9323,2.0843,0.8088,7.3017,92.4143,451,482,56.621,60.513,48.34,1.1144,5.11,-1.71,1.4933,7.256,-2.52,53.5751,53.9337,49.83,5.3215,96.473,101.7945,3.9258,95.9042,1.3957,0.5688,1.2491,0.4543,3.8944,95.9519,33.1875,40,33.3333,33.7828,36.0778,28.2895,29.3269,26.7045,1,6,1,7,2,24,57,4.166666667,1.754385965,0.1255,0.7533,0.1255,0.8788,0.2511,3.0131,7.1561,4.17,25,29.17,8.33,392,141,122,129,35.9694,31.1224,32.9082
640,PANIK, RICHARD,Chicago,F(RW),156,1631.62,47,58,1.728,2.133,44.76,2.2401,2.2688,49.68,-0.5117,-0.136,-4.92,-0.5343,-0.1612,-4.89,2.1714,2.1716,50,726,757,6.4738,92.3382,98.812,7.6337,92.4807,-1.1599,-0.1425,-1.1291,-0.2532,7.5663,92.4673,1384,1479,50.894,54.388,48.34,-3.8913,-1.4167,-1.2,-3.4724,-2.4092,-0.57,53.7219,54.035,49.85,3.396,96.0784,99.4744,4.0888,95.9344,-0.6928,0.1441,-0.7659,0.1175,4.0418,95.9812,22.1706,17.8707,20.9386,21.0526,21.4317,21.8132,20.1641,21.6667,16,13,7,29,23,159,290,10.06289308,5.517241379,0.5884,0.4781,0.2574,1.0664,0.8458,5.847,10.6643,34.04,27.66,61.7,48.94,1500,559,467,474,37.2667,31.1333,31.6
641,COWEN, JARED,Ottawa,D,159,2459.9,96,106,2.342,2.585,47.52,2.3432,2.3108,50.35,-0.0016,0.2747,-2.82,-0.1696,0.0863,-2.6,2.1965,2.2029,49.93,1181,1400,8.1287,92.4286,100.5573,7.7617,92.6725,0.367,-0.2439,-0.1029,0.213,7.6132,92.3955,2266,2424,55.271,59.124,48.32,-1.946,3.3783,-2.34,-2.0064,3.3133,-2.33,54.0011,54.1401,49.94,4.2365,95.6271,99.8636,4.0952,95.8548,0.1413,-0.2277,-0.1478,0.105,4.0675,95.9311,33.0031,31.4754,33.758,32.2195,34.2906,30.4729,32.9888,29.8821,8,15,6,23,14,132,273,6.060606061,2.93040293,0.1951,0.3659,0.1463,0.561,0.3415,3.2196,6.6588,8.33,15.63,23.96,14.58,2273,811,766,696,35.6797,33.7,30.6203
642,WEAVER, MIKE,Montreal,D,103,1395.52,53,56,2.279,2.408,48.62,2.1031,2.3197,47.55,0.1757,0.088,1.07,-0.2118,-0.0478,-1.73,2.1707,2.2062,49.59,674,683,7.8635,91.8009,99.6644,7.3173,92.0992,0.5462,-0.2984,-0.4993,0.0751,7.5245,92.4534,1204,1289,51.766,55.42,48.3,-1.4833,1.1836,-1.25,-3.5177,1.4699,-2.31,53.8128,54.4742,49.69,4.402,95.6555,100.0575,3.9495,95.723,0.4525,-0.0675,-0.1031,0.2069,4.0338,95.9499,28.9741,27.1795,28.5714,27.64,29.5304,27.0833,30.8729,24.6163,1,14,2,15,3,56,137,1.785714286,0.729927007,0.043,0.6019,0.086,0.6449,0.129,2.4077,5.8903,1.89,26.42,28.3,5.66,1291,433,481,377,33.5399,37.2579,29.2022
643,MARTINOOK, JORDAN,Arizona,F(LW),89,1055.35,29,42,1.649,2.388,40.85,1.977,2.2666,46.59,-0.3283,0.1212,-5.74,-0.4063,0.0784,-6.24,2.2697,2.2075,50.69,472,512,6.1441,91.7969,97.941,7.2527,92.5261,-1.1086,-0.7292,-1.4317,-0.7771,7.745,92.2968,910,974,51.736,55.375,48.3,-0.7058,-1.9986,0.55,-0.5981,-3.3789,1.19,55.0528,53.891,50.53,3.1868,95.6879,98.8747,3.77,96.0494,-0.5831,-0.3615,-0.7399,-0.3814,4.1227,95.9038,25.609,21.6418,26.25,25.3906,24.497,21.0317,24.2814,27.0889,7,13,9,20,16,103,206,6.796116505,3.398058252,0.398,0.7391,0.5117,1.1371,0.9097,5.8559,11.7118,24.14,44.83,68.97,55.17,988,402,321,265,40.6883,32.4899,26.8219
644,BAUN, KYLE,Chicago,F(RW),5,55.7167,0,3,0,3.231,0,2.3477,2.1736,51.93,-2.3477,1.057,-51.93,-1.4337,1.5102,-45.45,2.164,2.0442,51.42,18,27,0,88.8889,88.8889,7.5697,92.5692,-7.5697,-3.6803,-4.5455,-4.0523,7.8225,92.796,42,45,45.229,48.459,48.28,-12.2758,-4.6274,-3.72,-14.9862,1.4344,-7.87,51.787,54.5174,48.72,0,93.3333,93.3333,4.0826,95.9055,-4.0826,-2.5722,-2.381,-3.0081,4.1787,96.2504,21.0278,0,33.3333,16.6667,21.5311,23.75,11.4754,19.7674,0,0,0,0,0,5,9,0,0,0,0,0,0,0,5.3844,9.6919,0,0,0,0,43,17,7,19,39.5349,16.2791,44.186
645,TYUTIN, FEDOR,Columbus,D,197,3092.2,108,121,2.096,2.348,47.16,2.2135,2.3916,48.07,-0.118,-0.0437,-0.91,-0.236,-0.1684,-0.93,2.1994,2.1944,50.06,1374,1476,7.8603,91.8022,99.6625,7.6069,92.2143,0.2534,-0.4122,0.035,-0.1117,7.6032,92.4099,2500,2680,48.509,52.002,48.26,-4.2979,-3.7187,-0.4,-5.41,-4.1809,-0.71,54.3871,54.2281,50.07,4.32,95.4851,99.8051,4.1918,95.7079,0.1282,-0.2228,-0.0043,-0.0363,4.0439,95.9534,33.3638,31.0345,31.8421,31.0559,31.6673,31.9475,32.9148,36.4303,7,21,9,28,16,124,295,5.64516129,2.372881356,0.1358,0.4075,0.1746,0.5433,0.3105,2.4061,5.7241,6.48,19.44,25.93,14.81,3038,1192,970,876,39.2363,31.9289,28.8348
646,BREWER, ERIC,Toronto,D,121,1817.18,66,79,2.179,2.608,45.52,2.3445,2.1686,51.95,-0.1653,0.4399,-6.43,-0.2859,0.3759,-6.96,2.1574,2.2154,49.34,849,881,7.7739,91.0329,98.8068,7.9395,92.4435,-0.1656,-1.4106,-0.4773,-1.1111,7.5462,92.4127,1530,1640,50.518,54.15,48.26,-4.8597,0.2772,-2.42,-5.265,0.5531,-2.73,53.6012,54.6438,49.52,4.3137,95.1829,99.4966,4.2337,95.9746,0.08,-0.7917,-0.1054,-0.6516,4.025,95.9457,31.9522,29.3333,35.426,29.8362,32.1758,28.8876,32.4146,32.0792,6,15,9,21,15,105,242,5.714285714,2.479338843,0.1981,0.4953,0.2972,0.6934,0.4953,3.4669,7.9904,9.09,22.73,31.82,22.73,1685,648,541,496,38.457,32.1068,29.4362
647,SEIDENBERG, DENNIS,Boston,D,177,3147.52,116,119,2.211,2.268,49.36,2.3479,1.9492,54.64,-0.1366,0.3193,-5.28,0.0173,0.3926,-4.55,2.1854,2.2252,49.55,1491,1615,7.78,92.6316,100.4116,7.7216,93.1995,0.0584,-0.5679,0.7772,-0.8292,7.6035,92.377,2756,2957,52.537,56.368,48.24,-3.5903,4.0212,-3.5,-5.2087,4.2175,-4.3,53.6965,54.4625,49.65,4.209,95.9756,100.1846,4.1832,96.2764,0.0258,-0.3008,0.4096,-0.4274,4.07,95.9142,36.5266,36.7089,41.0345,34.3641,38.3478,32.6455,36.5462,35.9071,5,29,14,34,19,194,414,2.577319588,1.207729469,0.0953,0.5528,0.2669,0.6481,0.3622,3.6982,7.8919,4.31,25,29.31,16.38,2938,1051,1001,886,35.7726,34.0708,30.1566
648,SMITH, DEREK,Calgary,D,14,131.867,2,12,0.91,5.46,14.29,2.189,2.4472,47.22,-1.279,3.0129,-32.93,-1.2096,2.9165,-31.17,2.0445,2.1742,48.46,45,66,4.4444,81.8182,86.2626,8.4946,91.7871,-4.0502,-9.9689,-3.3377,-9.0215,7.3037,92.5496,109,117,49.596,53.236,48.23,0.3265,-6.7041,3.12,-0.9579,-5.3725,1.92,52.6264,54.7634,49.01,1.8349,89.7436,91.5785,4.4429,95.9173,-2.6081,-6.1737,-2.358,-5.9164,3.8849,96.0299,18.8921,9.0909,33.3333,18.6007,17.4627,19.3833,15.5172,21.9124,0,1,0,1,0,12,27,0,0,0,0.455,0,0.455,0,5.4601,12.2851,0,50,50,0,135,55,36,44,40.7407,26.6667,32.5926
649,SLEPYSHEV, ANTON,Edmonton,F(LW),11,92.65,2,7,1.295,4.533,22.22,1.9574,2.4999,43.91,-0.6622,2.0333,-21.69,-0.8354,1.5504,-19.44,2.1577,2.1722,49.83,31,45,6.4516,84.4444,90.896,7.1319,91.7363,-0.6803,-7.2918,-1.6565,-5.6499,7.5738,92.2982,68,73,44.037,47.275,48.23,-8.0334,-9.6314,0.45,-5.9613,-8.8311,1.11,53.8587,53.8381,50.01,2.9412,90.411,93.3522,3.7592,95.6069,-0.8181,-5.196,-1.3202,-4.2726,4.0063,95.9654,17.988,11.7647,25,16.1905,15.5983,18.1159,15.493,18.2692,0,1,1,1,1,5,16,0,0,0,0.6476,0.6476,0.6476,0.6476,3.238,10.3616,0,50,50,50,85,38,22,25,44.7059,25.8824,29.4118
650,BELLEMORE, BRETT,Carolina,D,113,1699.58,48,50,1.695,1.765,48.98,1.9425,2.3618,45.13,-0.248,-0.5967,3.85,-0.3856,-0.619,2.38,2.2264,2.1935,50.37,774,788,6.2016,93.6548,99.8564,6.5771,91.638,-0.3756,2.0168,-0.3774,1.46,7.6959,92.4471,1442,1548,50.907,54.649,48.23,-5.7112,1.1389,-3.18,-8.3454,-2.0911,-2.86,54.2835,54.1236,50.07,3.3287,96.77,100.0987,3.431,95.5862,-0.1022,1.1839,-0.182,0.9719,4.1014,95.9472,31.1888,26.9663,25.1256,28.0272,30.3887,26.6937,34.1735,30.9536,4,13,6,17,10,77,163,5.194805195,2.45398773,0.1412,0.4589,0.2118,0.6001,0.353,2.7183,5.7544,8.33,27.08,35.42,20.83,1625,581,583,461,35.7538,35.8769,28.3692
651,GAUDREAU, JOHNNY,Calgary,F(LW),160,2314.73,111,96,2.877,2.488,53.62,2.1976,2.442,47.37,0.6796,0.0464,6.26,0.8654,0.1339,7.55,2.2565,2.1939,50.7,1096,1116,10.1277,91.3979,101.5256,8.4347,91.58,1.6931,-0.1822,2.4191,-0.534,7.6865,92.369,2100,2254,54.434,58.426,48.23,4.1373,-0.5168,2.19,4.0945,-2.3265,2.92,55.1465,53.8873,50.58,5.2857,95.7409,101.0266,4.3694,95.857,0.9163,-0.1161,1.2892,-0.3835,4.0918,95.9287,29.8957,37.884,31.068,31.56,29.0839,38.764,27.4383,28.0936,32,46,27,78,59,251,444,12.74900398,7.207207207,0.8295,1.1924,0.6999,2.0218,1.5293,6.5061,11.5089,28.83,41.44,70.27,53.15,2376,756,723,897,31.8182,30.4293,37.7525
652,PETROVIC, ALEX,Florida,D,106,1532.98,65,53,2.544,2.074,55.08,2.1826,2.1522,50.35,0.3615,-0.0778,4.73,0.2228,-0.0266,2.59,2.2238,2.1711,50.6,689,758,9.434,93.0079,102.4419,7.5046,92.377,1.9293,0.6309,1.2057,0.2849,7.6362,92.4873,1269,1363,49.668,53.347,48.21,-2.0323,2.603,-2.25,0.7172,2.8375,-1,54.6228,54.0684,50.26,5.1221,96.1115,101.2336,4.2217,95.7587,0.9005,0.3528,0.38,0.2712,4.0712,95.9845,30.2119,32.1782,29.9435,30.5195,31.3766,30.0532,30.2648,27.7195,2,17,8,19,10,84,177,2.380952381,1.129943503,0.0783,0.6654,0.3131,0.7436,0.3914,3.2877,6.9277,3.08,26.15,29.23,15.38,1434,502,480,452,35.007,33.4728,31.5202
653,BOYCHUK, ZACH,Carolina,F(LW),42,415.567,14,13,2.021,1.877,51.85,1.8584,2.3489,44.17,0.1629,-0.4719,7.68,0.1159,-0.4768,7.12,2.1702,2.2214,49.42,191,196,7.3298,93.3673,100.6971,6.5344,91.8264,0.7955,1.541,1.0101,1.8124,7.6163,92.3319,361,388,52.122,56.02,48.2,-2.0026,0.8742,-1.33,-5.4138,1.2865,-3.05,53.6753,54.6455,49.55,3.8781,96.6495,100.5276,3.4337,95.7406,0.4444,0.9089,0.5664,0.9498,4.0431,95.9349,20.557,21.5385,17.1053,18.99,20.939,17.682,18.7296,21.5134,4,6,5,10,9,48,77,8.333333333,5.194805195,0.5775,0.8663,0.7219,1.4438,1.2994,6.9303,11.1173,28.57,42.86,71.43,64.29,379,145,115,119,38.2586,30.343,31.3984
654,BEAGLE, JAY,Washington,F(C),181,1943.13,56,59,1.729,1.822,48.7,2.2957,2.2047,51.01,-0.5665,-0.3829,-2.31,-0.5198,-0.3558,-2.11,2.1509,2.2135,49.28,843,900,6.6429,93.4444,100.0873,8.1173,92.3693,-1.4744,1.0751,-1.1637,1.0457,7.4923,92.3606,1620,1741,50.022,53.759,48.2,-4.1057,-1.0635,-1.48,-5.5146,-1.2518,-2.04,53.6901,54.1004,49.81,3.4568,96.6111,100.0679,4.2412,95.9784,-0.7844,0.6327,-0.5927,0.5696,4.0061,95.9085,22.4219,18.1818,19.4719,20.6554,22.024,20.1011,24.919,23.1469,22,20,12,42,34,200,326,11,6.748466258,0.6793,0.6176,0.3705,1.2969,1.0499,6.1756,10.0662,39.29,35.71,75,60.71,1819,687,615,517,37.768,33.8098,28.4222
655,CAMMALLERI, MIKE,New Jersey,F(LW),173,2530.57,101,90,2.395,2.134,52.88,1.9683,2.2113,47.09,0.4264,-0.0774,5.79,0.7684,0.0415,9.15,2.2559,2.2195,50.41,1092,1164,9.2491,92.268,101.5171,7.6225,92.0537,1.6266,0.2143,2.4496,-0.3651,7.7007,92.3594,1997,2147,47.349,50.906,48.19,-1.355,-1.6299,0.08,1.9679,-2.6796,2.34,54.9669,54.4084,50.26,5.0576,95.8081,100.8657,4.0413,95.7909,1.0162,0.0172,1.4739,-0.287,4.1042,95.9207,30.4051,39.1473,30.8219,31.3108,29.3306,35.3702,30.4519,30.0637,42,35,25,77,67,305,500,13.7704918,8.4,0.9958,0.8299,0.5928,1.8257,1.5886,7.2316,11.8551,41.58,34.65,76.24,66.34,2417,849,775,793,35.1262,32.0645,32.8093
656,SETOGUCHI, DEVIN,Calgary,F(RW),87,1095.6,29,45,1.588,2.464,39.19,2.2473,2.2285,50.21,-0.6592,0.2359,-11.02,-0.9916,-0.036,-11.59,2.2138,2.2189,49.94,550,536,5.2727,91.6045,96.8772,7.766,92.184,-2.4932,-0.5795,-3.6253,-0.0067,7.6573,92.292,996,1071,54.545,58.653,48.19,-0.0042,4.5317,-2.01,-0.3638,1.4813,-0.81,54.183,54.2211,49.98,2.9116,95.7983,98.7099,4.1198,95.8824,-1.2081,-0.0841,-1.7866,0.1718,4.0857,95.9076,26.5978,18.239,26.3158,26.4682,27.1002,28.3347,28.9951,26.3898,7,14,8,21,15,115,204,6.086956522,3.431372549,0.3834,0.7667,0.4381,1.1501,0.8215,6.2979,11.172,24.14,48.28,72.41,51.72,1088,394,352,342,36.2132,32.3529,31.4338
657,POLAK, ROMAN,San Jose,D,207,3277.45,97,127,1.776,2.325,43.3,2.1953,2.3164,48.66,-0.4196,0.0086,-5.35,-0.5252,0.0797,-7.31,2.1615,2.1917,49.65,1459,1580,6.6484,91.962,98.6104,7.5197,92.2347,-0.8713,-0.2727,-0.952,-0.2516,7.5387,92.4299,2810,3021,51.442,55.305,48.19,-3.7307,-0.4112,-1.56,-6.8618,2.6606,-4.36,53.7476,54.3632,49.72,3.452,95.7961,99.2481,3.979,95.8425,-0.527,-0.0464,-0.4946,0.0612,4.0215,95.9685,33.6348,28.1159,34.4173,30.8995,34.7441,28.126,32.6923,31.9485,9,26,12,35,21,216,478,4.166666667,1.882845188,0.1648,0.476,0.2197,0.6407,0.3844,3.9543,8.7507,9.28,26.8,36.08,21.65,2969,1092,1020,857,36.7801,34.355,28.8649
658,HAVLAT, MARTIN,St. Louis,F(RW),90,1103.5,41,37,2.229,2.012,52.56,2.0148,2.0965,49.01,0.2145,-0.0847,3.56,0.1259,-0.3149,5.09,2.202,2.2265,49.72,490,554,8.3673,93.3213,101.6886,7.1924,92.2923,1.1749,1.029,1.0487,1.5126,7.6377,92.3446,927,997,50.403,54.209,48.18,-2.5645,3.2531,-2.79,-3.9118,1.4951,-2.57,54.3076,54.6821,49.83,4.4229,96.2889,100.7118,3.8039,95.8858,0.619,0.4031,0.5504,0.7027,4.0548,95.9283,25.5031,26.6234,22.8395,24.1092,26.0381,24.8199,23.5507,24.9193,13,14,10,27,23,95,176,13.68421053,7.386363636,0.7068,0.7612,0.5437,1.4681,1.2506,5.1654,9.5696,31.71,34.15,65.85,56.1,1021,386,325,310,37.8061,31.8315,30.3624
659,SVEDBERG, VIKTOR,Chicago,D,27,388.25,12,17,1.854,2.627,41.38,2.2279,2.1163,51.28,-0.3734,0.5108,-9.9,-0.1993,0.2422,-4.89,2.1754,2.1536,50.25,196,221,6.1224,92.3077,98.4301,7.2164,92.7227,-1.094,-0.415,-1.1205,1.0033,7.6304,92.3879,357,384,55.171,59.343,48.18,-1.7073,6.667,-3.74,-0.0152,7.5361,-3.4,53.587,53.3345,50.12,3.3613,95.5729,98.9342,3.917,95.9824,-0.5556,-0.4094,-0.3601,0.1765,4.0597,95.962,30.0058,27.907,32.0755,30,32.9331,28.4314,30.6667,31.7427,2,2,0,4,2,39,87,5.128205128,2.298850575,0.3091,0.3091,0,0.6182,0.3091,6.027,13.4449,16.67,16.67,33.33,16.67,384,153,115,116,39.8438,29.9479,30.2083
