PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
569. Mirco Mueller,Carolina Hurricanes,,RFA,22,D,,11,0,0,0,-4,10:36,-,-,-,-,-,,"$925,000","$894,167"
570. Anthony Deangelo,Arizona Coyotes,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
571. Bo Horvat,Buffalo Sabres,,RFA,22,C,,82,16,24,40,-30,17:07,-,-,-,-,-,,"$925,000","$894,167"
572. Sonny Milano,New Jersey Devils,,RFA,21,LW,,3,0,1,1,1,13:22,-,-,-,-,-,,$0,"$894,167"
573. Jérémy Roy,Vegas Golden Knights,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$889,167"
574. Paul Postma,Tampa Bay Lightning,,UFA,28,D,,26,2,0,2,-3,11:27,-,-,-,-,-,,"$850,000","$887,500"
575. Joey LaLeggia,New York Rangers,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$842,500","$883,750"
576. Christian Fischer,Edmonton Oilers,,RFA,20,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$883,333"
577. Mitchell Moroz,Vegas Golden Knights,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$875,000"
578. Jujhar Khaira,Winnipeg Jets,,RFA,22,LW,,15,0,2,2,-2,10:21,-,-,-,-,-,,"$925,000","$875,000"
579. Jamie Oleksiak,Arizona Coyotes,,RFA,24,D,,19,0,2,2,-5,12:42,-,-,-,-,-,,"$875,000","$875,000"
580. Chris Terry,Calgary Flames,,UFA,28,"LW, RW",,68,8,3,11,-12,11:16,-,-,-,-,-,,"$875,000","$875,000"
581. Anders Lindback,Chicago Blackhawks,,UFA,29,G,,19,-,-,-,-,-,5,7,0,3.11,.894,,"$875,000","$875,000"
582. Brian Ferlin,Anaheim Ducks,,RFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$875,000"
583. Adam Erne,Boston Bruins,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$865,000","$874,167"
584. Vladislav Namestnikov,Edmonton Oilers,,RFA,24,"C, LW",,80,14,21,35,17,14:06,-,-,-,-,-,,"$874,125","$874,125"
585. Tim Schaller,Carolina Hurricanes,,UFA,26,C,,17,1,2,3,3,08:19,-,-,-,-,-,,"$874,125","$874,125"
586. Mike Halmo,Boston Bruins,,UFA,26,LW,,0,0,0,0,0,,-,-,-,-,-,,"$874,125","$874,125"
587. Kevin Czuczman,Calgary Flames,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$874,125","$874,125"
588. J.T. Miller,Dallas Stars,,RFA,24,"C, RW",,82,22,21,43,10,15:02,-,-,-,-,-,,"$874,000","$874,000"
589. Devin Shore,Vegas Golden Knights,,RFA,23,C,,3,0,0,0,2,12:07,-,-,-,-,-,,"$817,500","$870,000"
590. Christian Dvorak,Columbus Blue Jackets,,RFA,21,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,$0,"$870,000"
591. Brendan Lemieux,Carolina Hurricanes,,RFA,21,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$870,000"
592. Gabriel Bourque,Carolina Hurricanes,,UFA,26,"LW, RW",,22,1,3,4,0,12:21,-,-,-,-,-,,"$866,250","$866,250"
593. Vladislav Kamenev,Columbus Blue Jackets,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$864,167"
594. Matt Puempel,Buffalo Sabres,,RFA,24,LW,,26,2,1,3,-3,11:20,-,-,-,-,-,,"$832,500","$863,333"
595. Mark Scheifele,Los Angeles Kings,,UFA,24,C,,71,29,32,61,16,18:32,-,-,-,-,-,,"$832,500","$863,333"
596. Derrick Pouliot,New York Rangers,,RFA,23,D,,22,0,7,7,4,15:27,-,-,-,-,-,,"$832,500","$863,333"
597. Darnell Nurse,New York Rangers,,RFA,22,D,,69,3,7,10,-13,20:13,-,-,-,-,-,,"$925,000","$863,333"
598. Radek Faksa,Boston Bruins,,RFA,23,C,,45,5,7,12,9,12:21,-,-,-,-,-,,"$832,500","$863,333"
599. Emile Poirier,Washington Capitals,,RFA,22,LW,,2,0,0,0,-1,13:53,-,-,-,-,-,,"$925,000","$863,333"
600. Stuart Percy,St. Louis Blues,,UFA,24,D,,3,0,0,0,-2,13:09,-,-,-,-,-,,"$832,500","$863,333"
601. Stefan Noesen,Calgary Flames,,RFA,24,RW,,1,0,0,0,0,10:02,-,-,-,-,-,,"$832,500","$863,333"
602. Derek Forbort,Pittsburgh Penguins,,RFA,25,D,,14,1,1,2,-1,11:02,-,-,-,-,-,,"$900,000","$863,333"
603. Kerby Rychel,Toronto Maple Leafs,,RFA,22,LW,,32,2,7,9,5,09:30,-,-,-,-,-,,"$925,000","$863,333"
604. Phillip Danault,Dallas Stars,,RFA,24,C,,51,4,6,10,-5,12:50,-,-,-,-,-,,"$832,500","$863,333"
605. Ryan Hartman,Nashville Predators,,RFA,22,RW,,3,0,1,1,-1,09:14,-,-,-,-,-,,"$925,000","$863,333"
606. Mark McNeill,Boston Bruins,,RFA,24,"RW, C",,1,0,0,0,0,12:44,-,-,-,-,-,,"$832,500","$863,333"
607. Connor Murphy,Buffalo Sabres,,UFA,24,D,,78,6,11,17,5,20:30,-,-,-,-,-,,"$832,500","$863,333"
608. Scott Laughton,Buffalo Sabres,,RFA,23,C,,71,7,14,21,-2,10:26,-,-,-,-,-,,"$832,500","$863,333"
609. Ryan Murphy,Tampa Bay Lightning,,RFA,24,D,,35,0,10,10,-1,17:15,-,-,-,-,-,,"$832,500","$863,333"
610. Ryan Strome,Minnesota Wild,,RFA,24,"C, RW",,71,8,20,28,-9,15:39,-,-,-,-,-,,"$832,500","$863,333"
611. Max Domi,Toronto Maple Leafs,,RFA,22,"LW, C",,81,18,34,52,3,16:22,-,-,-,-,-,,"$925,000","$863,333"
612. Michael McCarron,Vegas Golden Knights,,RFA,22,"RW, C",,20,1,1,2,-10,11:40,-,-,-,-,-,,"$925,000","$863,333"
613. Hunter Shinkaruk,Vegas Golden Knights,,RFA,22,C,,8,2,1,3,-4,15:44,-,-,-,-,-,,"$925,000","$863,333"
614. Brendan Gaunce,Vancouver Canucks,,RFA,23,"C, LW",,20,1,0,1,-9,12:45,-,-,-,-,-,,"$832,500","$863,333"
615. Griffin Reinhart,Boston Bruins,,RFA,23,D,,29,0,1,1,-6,18:04,-,-,-,-,-,,"$832,500","$863,333"
616. Ryan Pulock,Boston Bruins,,RFA,22,D,,15,2,2,4,1,15:43,-,-,-,-,-,,"$925,000","$863,333"
617. Joe Morrow,Boston Bruins,,RFA,24,D,,33,1,6,7,-7,15:54,-,-,-,-,-,,"$832,500","$863,333"
618. Malcolm Subban,Nashville Predators,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$832,500","$863,333"
619. Anthony Mantha,Calgary Flames,,RFA,22,RW,,10,2,1,3,-6,11:42,-,-,-,-,-,,"$925,000","$863,333"
620. Shea Theodore,Anaheim Ducks,,RFA,21,D,,19,3,5,8,7,19:06,-,-,-,-,-,,"$925,000","$863,333"
621. Duncan Siemens,Los Angeles Kings,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$832,500","$863,333"
622. Joshua Morrissey,Boston Bruins,,RFA,22,D,,1,0,0,0,0,15:54,-,-,-,-,-,,"$925,000","$863,333"
623. Samuel Morin,Philadelphia Flyers,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
624. Morgan Klimchuk,Nashville Predators,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
625. Frederik Gauthier,Nashville Predators,,RFA,22,C,,7,0,1,1,-5,13:50,-,-,-,-,-,,"$925,000","$863,333"
626. Kyle Rau,Philadelphia Flyers,,RFA,24,C,,9,0,0,0,-1,12:35,-,-,-,-,-,,"$792,500","$858,750"
627. Colton Parayko,Columbus Blue Jackets,,UFA,24,D,,79,9,24,33,28,19:23,-,-,-,-,-,,"$792,500","$858,750"
628. Kyle Baun,Tampa Bay Lightning,,RFA,25,RW,,2,0,0,0,-2,09:03,-,-,-,-,-,,"$792,500","$858,750"
629. Adam Pelech,Toronto Maple Leafs,,RFA,22,D,,9,0,2,2,-1,17:34,-,-,-,-,-,,"$845,500","$854,333"
630. Taylor Peters,Vegas Golden Knights,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$853,333"
631. Tobias Rieder,Carolina Hurricanes,,RFA,24,"RW, LW",,82,14,23,37,-21,17:18,-,-,-,-,-,,"$925,000","$853,333"
632. Mason McDonald,Buffalo Sabres,,RFA,21,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$853,333"
633. Emerson Etem,Minnesota Wild,,RFA,25,"LW, RW",,58,7,8,15,-12,11:04,-,-,-,-,-,,"$850,500","$850,500"
634. Quinton Howden,Anaheim Ducks,,UFA,25,"C, LW",,58,6,5,11,-1,10:22,-,-,-,-,-,,"$850,500","$850,500"
635. Brandon Gormley,Montreal Canadiens,,UFA,25,D,,26,0,1,1,-3,12:10,-,-,-,-,-,,"$850,500","$850,500"
636. Jarred Tinordi,St. Louis Blues,,RFA,25,D,,10,0,0,0,-5,14:48,-,-,-,-,-,,"$850,500","$850,500"
637. Calvin Pickard,New Jersey Devils,,RFA,25,G,,20,-,-,-,-,-,7,6,1,2.56,.922,,"$850,500","$850,500"
638. Lee Stempniak,Dallas Stars,,UFA,34,RW,,82,19,32,51,4,15:19,-,-,-,-,-,,"$850,000","$850,000"
639. Ben Chiarot,New Jersey Devils,,UFA,26,D,,70,1,9,10,-9,14:27,-,-,-,-,-,,"$850,000","$850,000"
640. Zac Rinaldo,Edmonton Oilers,,UFA,27,"C, LW, RW",,52,1,2,3,-5,08:17,-,-,-,-,-,,"$850,000","$850,000"
641. Stephen Gionta,St. Louis Blues,,UFA,33,"C, RW",,82,1,10,11,-13,12:12,-,-,-,-,-,,"$850,000","$850,000"
642. Chris Bigras,Arizona Coyotes,,RFA,22,D,,31,1,2,3,-2,13:20,-,-,-,-,-,,"$865,000","$843,333"
643. Daniel Carr,Dallas Stars,,RFA,25,LW,,23,6,3,9,0,12:04,-,-,-,-,-,,"$892,500","$842,500"
644. Alex Nedeljkovic,Chicago Blackhawks,,RFA,21,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$842,500"
645. Nick Cousins,Columbus Blue Jackets,,RFA,24,"C, LW",,36,6,5,11,5,10:43,-,-,-,-,-,,"$892,500","$842,500"
646. Evan Rodrigues,Vancouver Canucks,,RFA,23,C,,2,1,1,2,2,11:45,-,-,-,-,-,,"$842,500","$842,500"
647. John Quenneville,Dallas Stars,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$842,500"
648. Jon Merrill,Arizona Coyotes,,RFA,25,D,,47,1,4,5,-15,16:53,-,-,-,-,-,,"$840,000","$840,000"
649. Dominik Masin,Colorado Avalanche,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$839,167"
650. Ryan Gropp,Buffalo Sabres,,RFA,20,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$839,167"
651. Dillon Simpson,St. Louis Blues,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$842,500","$836,667"
652. William Karlsson,Winnipeg Jets,,RFA,24,C,,81,9,11,20,-9,14:28,-,-,-,-,-,,"$925,000","$830,833"
653. Adam Lowry,Ottawa Senators,,RFA,24,"LW, C",,74,7,10,17,-9,14:01,-,-,-,-,-,,"$925,000","$828,333"
654. Ryan MacInnis,Vancouver Canucks,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$828,333"
655. Micheal Ferland,Anaheim Ducks,,UFA,25,"LW, RW",,71,4,14,18,-15,12:36,-,-,-,-,-,,"$750,000","$825,000"
656. Jordin Tootoo,Philadelphia Flyers,,UFA,34,RW,,66,4,5,9,-26,11:31,-,-,-,-,-,,"$825,000","$825,000"
657. Marcus Pettersson,Anaheim Ducks,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$825,000"
658. Bill Arnold,Toronto Maple Leafs,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$824,250","$824,250"
659. Brandon Carlo,Washington Capitals,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$820,000"
660. Iiro Pakarinen,Anaheim Ducks,,RFA,25,RW,,63,5,8,13,-10,10:44,-,-,-,-,-,,"$842,500","$817,500"
661. Phillip Di Giuseppe,Washington Capitals,,RFA,23,LW,,41,7,10,17,0,14:15,-,-,-,-,-,,"$817,500","$817,500"
662. Austin Czarnik,Arizona Coyotes,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$817,500"
663. Rasmus Andersson,Philadelphia Flyers,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$817,500"
664. Brett Ritchie,Montreal Canadiens,,RFA,24,RW,,8,0,1,1,-3,11:36,-,-,-,-,-,,"$832,500","$814,167"
665. Nate Schmidt,New York Islanders,,RFA,26,D,,72,2,14,16,12,18:04,-,-,-,-,-,,"$750,000","$812,500"
666. Artemi Panarin,Columbus Blue Jackets,,UFA,25,LW,,80,30,47,77,8,18:31,-,-,-,-,-,,"$700,000","$812,500"
667. Brock McGinn,Washington Capitals,,RFA,23,LW,,21,3,1,4,-14,11:11,-,-,-,-,-,,"$842,500","$811,667"
668. Brett Pesce,Dallas Stars,,RFA,22,D,,69,4,12,16,-7,18:46,-,-,-,-,-,,"$742,500","$809,167"
669. Paul Bittner,Dallas Stars,,RFA,20,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$809,167"
670. Adam Wilcox,Washington Capitals,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$692,500","$808,750"
671. Jonny Brodzinski,San Jose Sharks,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$808,750"
672. Adam Tambellini,Chicago Blackhawks,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$803,333"
673. Brandon Halverson,Columbus Blue Jackets,,RFA,21,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$803,333"
674. Jeremy Lauzon,St. Louis Blues,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$800,833"
675. Devante Smith-Pelly,Montreal Canadiens,,RFA,25,"RW, LW",,64,14,11,25,-3,11:00,-,-,-,-,-,,"$800,000","$800,000"
676. Andrew Desjardins,Carolina Hurricanes,,UFA,31,C,,77,8,5,13,-8,13:22,-,-,-,-,-,,"$800,000","$800,000"
677. Jiri Tlusty,Calgary Flames,,UFA,29,C,,30,2,2,4,-1,13:42,-,-,-,-,-,,"$800,000","$800,000"
678. Beau Bennett,Edmonton Oilers,,RFA,25,"RW, LW",,33,6,6,12,-1,11:53,-,-,-,-,-,,"$800,000","$800,000"
679. Luke Gazdic,Detroit Red Wings,,UFA,28,LW,,29,1,0,1,-6,06:11,-,-,-,-,-,,"$850,000","$800,000"
680. Brian Dumoulin,Toronto Maple Leafs,,UFA,25,D,,79,0,16,16,11,18:53,-,-,-,-,-,,"$800,000","$800,000"
681. Michael Kostka,Boston Bruins,,UFA,31,D,,15,0,1,1,6,14:50,-,-,-,-,-,,"$800,000","$800,000"
682. Jeremy Morin,Nashville Predators,,UFA,26,"LW, RW",,0,0,0,0,0,,-,-,-,-,-,,"$900,000","$800,000"
683. Curtis McElhinney,Vegas Golden Knights,,UFA,34,G,,18,-,-,-,-,-,2,7,0,3.31,.890,,"$800,000","$800,000"
684. Stephen Johns,Edmonton Oilers,,RFA,25,D,,14,1,2,3,-6,17:49,-,-,-,-,-,,"$800,000","$800,000"
685. Ryan White,San Jose Sharks,,UFA,29,C,,73,11,5,16,-9,12:33,-,-,-,-,-,,"$800,000","$800,000"
686. Matt Irwin,Buffalo Sabres,,UFA,29,D,,2,0,0,0,-5,14:56,-,-,-,-,-,,"$800,000","$800,000"
687. Nate Guenin,Vancouver Canucks,,UFA,34,D,,29,0,0,0,2,13:03,-,-,-,-,-,,"$850,000","$800,000"
688. Matt Cullen,Dallas Stars,,UFA,40,"C, LW",,82,16,16,32,5,13:52,-,-,-,-,-,,"$800,000","$800,000"
689. Kevan Miller,Tampa Bay Lightning,,UFA,29,D,,71,5,13,18,15,19:03,-,-,-,-,-,,"$850,000","$800,000"
690. Johan Larsson,Los Angeles Kings,,RFA,25,LW,,74,10,7,17,-4,14:49,-,-,-,-,-,,"$800,000","$800,000"
691. Jacob Josefson,Colorado Avalanche,,UFA,26,"C, LW",,58,4,10,14,-21,15:31,-,-,-,-,-,,"$800,000","$800,000"
692. Mark Fraser,Washington Capitals,,UFA,30,D,,0,0,0,0,0,,-,-,-,-,-,,"$800,000","$800,000"
693. Patrick McNally,St. Louis Blues,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$800,000"
694. Matthew Peca,New Jersey Devils,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$796,250"
695. Gustav Olofsson,Detroit Red Wings,,RFA,22,D,,2,0,0,0,0,09:11,-,-,-,-,-,,"$767,500","$795,000"
696. Josh Leivo,Los Angeles Kings,,RFA,24,LW,,12,5,0,5,2,12:19,-,-,-,-,-,,"$842,500","$792,500"
697. Chris Casto,Vegas Golden Knights,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$842,500","$792,500"
698. Tomas Nosek,Winnipeg Jets,,RFA,24,LW,,6,0,0,0,-2,10:08,-,-,-,-,-,,"$792,500","$792,500"
699. Andrey Pedan,St. Louis Blues,,RFA,24,D,,13,0,0,0,-3,10:57,-,-,-,-,-,,"$792,500","$792,500"
700. Justin Hickman,Buffalo Sabres,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$792,500"
701. Frank Vatrano,Vegas Golden Knights,,RFA,23,"LW, C",,39,8,3,11,-3,11:52,-,-,-,-,-,,"$742,500","$792,500"
702. Noel Acciari,Chicago Blackhawks,,UFA,25,C,,19,0,1,1,-4,09:53,-,-,-,-,-,,"$692,500","$792,500"
703. Yakov Trenin,Columbus Blue Jackets,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$792,500"
704. Oliver Kylington,Detroit Red Wings,,RFA,20,D,,1,0,0,0,0,17:22,-,-,-,-,-,,$0,"$792,500"
705. Jaycob Megna,Nashville Predators,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$786,667"
706. Michael Mersch,Ottawa Senators,,RFA,24,LW,,17,1,2,3,1,10:22,-,-,-,-,-,,"$792,500","$786,667"
707. Anthony Camara,Edmonton Oilers,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$775,000","$786,667"
708. Anton Blidh,Montreal Canadiens,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$784,167"
709. Mark Alt,Vegas Golden Knights,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$815,000","$781,667"
710. Pontus Aberg,Tampa Bay Lightning,,RFA,23,LW,,0,0,0,0,0,00:00,-,-,-,-,-,,"$807,500","$780,833"
711. Miikka Salomaki,San Jose Sharks,,RFA,24,RW,,61,5,5,10,-1,12:00,-,-,-,-,-,,"$842,500","$780,833"
712. Taylor Leier,Washington Capitals,,RFA,23,LW,,6,0,0,0,0,07:43,-,-,-,-,-,,"$810,350","$779,617"
713. Boone Jenner,Columbus Blue Jackets,,RFA,24,"C, LW",,82,30,19,49,-15,16:24,-,-,-,-,-,,"$775,000","$778,333"
714. Carter Verhaeghe,New Jersey Devils,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$778,333"
715. Rinat Valiev,Washington Capitals,,RFA,22,D,,10,0,0,0,0,12:15,-,-,-,-,-,,"$742,500","$778,333"
716. Oscar Dansk,Carolina Hurricanes,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$792,500","$775,833"
717. Roland McKeown,Washington Capitals,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$775,833"
718. Linus Ullmark,Washington Capitals,,RFA,23,G,,20,-,-,-,-,-,8,10,0,2.60,.913,,"$792,500","$775,833"
719. Christoph Bertschy,Philadelphia Flyers,,RFA,23,C,,3,0,0,0,0,06:56,-,-,-,-,-,,"$692,500","$775,833"
720. Julius Nattinen,Tampa Bay Lightning,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$775,833"
721. Peter Holland,Philadelphia Flyers,,UFA,26,C,,65,9,18,27,-16,14:39,-,-,-,-,-,,"$775,000","$775,000"
722. Dylan Olsen,St. Louis Blues,,UFA,26,D,,8,0,1,1,-1,13:45,-,-,-,-,-,,"$850,000","$775,000"
723. Dmitrij Jaskin,Toronto Maple Leafs,,RFA,24,"RW, LW",,65,4,9,13,3,11:51,-,-,-,-,-,,"$775,000","$775,000"
724. Brian Strait,Montreal Canadiens,,UFA,29,D,,52,1,5,6,1,15:26,-,-,-,-,-,,"$925,000","$775,000"
725. Ludwig Bystrom,Washington Capitals,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$775,000"
726. Bracken Kearns,Toronto Maple Leafs,,UFA,36,C,,2,0,1,1,1,15:53,-,-,-,-,-,,"$775,000","$775,000"
727. Ty Rattie,Anaheim Ducks,,RFA,24,RW,,13,4,2,6,1,09:17,-,-,-,-,-,,"$832,500","$772,500"
728. Ivan Barbashev,New York Rangers,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$772,500"
729. Anthony Duclair,Pittsburgh Penguins,,RFA,21,"LW, RW",,81,20,24,44,12,14:22,-,-,-,-,-,,"$742,500","$772,500"
730. Dillon Heatherington,St. Louis Blues,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$770,833"
731. Jordan Oesterle,Minnesota Wild,,UFA,25,D,,17,0,5,5,1,21:41,-,-,-,-,-,,"$792,500","$767,500"
732. Dean Kukan,New York Islanders,,RFA,24,D,,8,0,0,0,9,17:21,-,-,-,-,-,,"$742,500","$767,500"
733. Markus Granlund,Winnipeg Jets,,RFA,24,C,,47,6,4,10,-4,12:57,-,-,-,-,-,,"$792,500","$767,500"
734. Tyler Pitlick,Toronto Maple Leafs,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$761,250","$761,250"
735. Adam Clendening,New Jersey Devils,,RFA,24,D,,29,1,6,7,6,15:32,-,-,-,-,-,,"$761,250","$761,250"
736. Matt Nieto,Vancouver Canucks,,RFA,24,"LW, RW",,67,8,9,17,-8,13:09,-,-,-,-,-,,"$792,500","$759,167"
737. Seth Griffith,Tampa Bay Lightning,,RFA,24,"RW, C",,4,0,1,1,-4,09:58,-,-,-,-,-,,"$792,500","$759,167"
738. Vince Dunn,Washington Capitals,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$759,167"
739. Nicolas Petan,Detroit Red Wings,,RFA,22,C,,26,2,4,6,2,11:44,-,-,-,-,-,,"$692,500","$758,333"
740. Chris Driedger,Edmonton Oilers,,RFA,23,G,,1,-,-,-,-,-,0,0,0,0.00,1.000,,"$755,000","$755,000"
741. Sam Brittain,Minnesota Wild,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$780,000","$755,000"
742. Danny Biega,Minnesota Wild,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$805,000","$755,000"
743. Jordan Subban,Columbus Blue Jackets,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$755,000"
744. Scott Sabourin,New Jersey Devils,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$753,333"
745. Anthony Stolarz,Nashville Predators,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$792,500","$753,333"
746. John Gibson,Calgary Flames,,RFA,24,G,,40,-,-,-,-,-,21,13,4,2.07,.920,,"$787,500","$752,500"
747. Joseph Cramarossa,Detroit Red Wings,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$782,500","$752,500"
748. Andreas Johnsson,St. Louis Blues,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$750,833"
749. Jonas Siegenthaler,Pittsburgh Penguins,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$750,833"
750. Korbinian Holzer,Arizona Coyotes,,UFA,29,D,,29,0,3,3,-3,14:45,-,-,-,-,-,,"$750,000","$750,000"
751. Tomas Fleischmann,Pittsburgh Penguins,,UFA,33,LW,,76,14,11,25,-8,14:11,-,-,-,-,-,,"$750,000","$750,000"
752. Cody Goloubef,Toronto Maple Leafs,,UFA,27,D,,43,1,7,8,-3,15:07,-,-,-,-,-,,"$700,000","$750,000"
753. Philipp Grubauer,Arizona Coyotes,,RFA,25,G,,22,-,-,-,-,-,8,9,0,2.32,.918,,"$650,000","$750,000"
754. Antti Raanta,Ottawa Senators,,UFA,28,G,,25,-,-,-,-,-,11,6,1,2.24,.919,,"$800,000","$750,000"
755. Corban Knight,Calgary Flames,,UFA,26,C,,20,2,5,7,3,09:37,-,-,-,-,-,,"$750,000","$750,000"
756. Zach Redmond,Nashville Predators,,UFA,29,D,,37,2,4,6,5,11:46,-,-,-,-,-,,"$800,000","$750,000"
757. Steve Bernier,Nashville Predators,,UFA,32,RW,,24,1,5,6,3,11:13,-,-,-,-,-,,"$750,000","$750,000"
758. Joe Whitney,Vegas Golden Knights,,UFA,29,LW,,0,0,0,0,0,,-,-,-,-,-,,"$750,000","$750,000"
759. Ben Holmstrom,Minnesota Wild,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$750,000","$750,000"
760. Brett Gallant,Calgary Flames,,UFA,28,LW,,0,0,0,0,0,,-,-,-,-,-,,"$750,000","$750,000"
761. Kole Sherwood,Minnesota Wild,,RFA,20,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$750,000"
762. Tyler Graovac,Toronto Maple Leafs,,RFA,24,C,,2,0,0,0,-1,11:36,-,-,-,-,-,,"$782,500","$747,500"
763. Esa Lindell,Arizona Coyotes,,RFA,23,D,,4,0,0,0,-3,14:02,-,-,-,-,-,,"$767,500","$745,833"
764. Remi Elie,Edmonton Oilers,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,"$767,500","$745,000"
765. Vitek Vanecek,Carolina Hurricanes,,RFA,21,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$745,000"
766. Julius Bergman,Carolina Hurricanes,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$745,000"
767. Laurent Dauphin,San Jose Sharks,,RFA,22,C,,8,1,0,1,0,11:18,-,-,-,-,-,,"$717,500","$745,000"
768. Dylan Blujus,Florida Panthers,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$742,500"
769. Joonas Korpisalo,Philadelphia Flyers,,RFA,23,G,,31,-,-,-,-,-,16,11,0,2.60,.920,,"$742,500","$742,500"
770. Joel Edmundson,Philadelphia Flyers,,RFA,24,D,,67,1,8,9,0,14:55,-,-,-,-,-,,"$867,500","$742,500"
771. Andreas Martinsen,Vancouver Canucks,,UFA,27,C,,55,4,7,11,-4,11:05,-,-,-,-,-,,"$742,500","$742,500"
772. Jaccob Slavin,New Jersey Devils,,UFA,23,D,,63,2,18,20,1,20:59,-,-,-,-,-,,"$692,500","$742,500"
773. Brett Pollock,Detroit Red Wings,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$742,500"
