PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
599. Dylan Olsen,Nashville Predators,,UFA,26,D,,44,3,9,12,0,,-,-,-,-,-,,"$810,000","$738,333"
600. Keegan Lowe,Minnesota Wild,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$690,000","$738,333"
601. Mike Brown,Minnesota Wild,,UFA,32,RW,,56,2,3,5,0,,-,-,-,-,-,,"$725,000","$736,667"
602. Tanner Pearson,San Jose Sharks,,UFA,24,LW,,25,3,4,7,0,,-,-,-,-,-,,"$727,500","$735,833"
603. Keaton Ellerby,Ottawa Senators,,UFA,28,D,,51,2,4,6,0,,-,-,-,-,-,,"$735,000","$735,000"
604. Jeremy Morin,Carolina Hurricanes,,UFA,26,"LW, RW",,24,5,6,11,0,,-,-,-,-,-,,"$725,000","$735,000"
605. Brad Malone,Carolina Hurricanes,,UFA,28,"C, LW",,32,3,2,5,0,,-,-,-,-,-,,"$735,000","$735,000"
606. Martin Marincin,Chicago Blackhawks,,RFA,25,D,,44,0,6,6,0,,-,-,-,-,-,,"$690,000","$730,000"
607. Jacob Josefson,Detroit Red Wings,,UFA,26,"C, LW",,27,1,2,3,0,,-,-,-,-,-,,"$725,000","$725,000"
608. Brendan Woods,Winnipeg Jets,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$725,000"
609. Brian Lashoff,Ottawa Senators,,UFA,27,D,,75,1,5,6,0,,-,-,-,-,-,,"$650,000","$725,000"
610. Andrei Loktionov,Nashville Predators,,RFA,27,C,,68,7,15,22,0,,-,-,-,-,-,,"$725,000","$725,000"
611. Devante Smith-Pelly,Carolina Hurricanes,,RFA,25,"RW, LW",,19,2,8,10,0,,-,-,-,-,-,,"$690,000","$720,000"
612. Andrew Hammond,Montreal Canadiens,,UFA,29,G,,1,-,-,-,-,-,0,0,0,0.00,.000,,"$720,000","$720,000"
613. Connor Brown,Boston Bruins,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
614. Tyler Toffoli,Ottawa Senators,,UFA,25,"RW, LW",,62,12,17,29,0,,-,-,-,-,-,,"$765,000","$716,667"
615. Troy Donnay,Columbus Blue Jackets,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$716,667"
616. Brayden McNabb,Carolina Hurricanes,,UFA,26,D,,12,0,0,0,0,,-,-,-,-,-,,"$840,000","$715,000"
617. Tyson Barrie,Florida Panthers,,UFA,26,D,,64,13,25,38,0,,-,-,-,-,-,,"$840,000","$715,000"
618. Zach Redmond,Dallas Stars,,UFA,29,D,,10,1,2,3,0,,-,-,-,-,-,,"$715,000","$715,000"
619. Calle Jarnkrok,Calgary Flames,,UFA,25,C,,12,2,7,9,0,,-,-,-,-,-,,"$740,000","$715,000"
620. Matt Hackett,New York Rangers,,UFA,27,G,,8,-,-,-,-,-,0,0,0,0.00,.000,,"$715,000","$715,000"
621. John Klingberg,Philadelphia Flyers,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$765,000","$713,333"
622. Travis Ewanyk,Nashville Predators,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$670,000","$713,333"
623. Paul Postma,New York Islanders,,UFA,28,D,,20,1,2,3,0,,-,-,-,-,-,,"$650,000","$712,500"
624. Nikita Kucherov,Buffalo Sabres,,RFA,24,RW,,52,9,9,18,0,,-,-,-,-,-,,"$692,500","$711,667"
625. David Savard,Carolina Hurricanes,,UFA,26,D,,70,5,10,15,0,,-,-,-,-,-,,"$709,275","$709,275"
626. Josh Anderson,Colorado Avalanche,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$709,167"
627. Tomas Jurco,Anaheim Ducks,,RFA,24,"RW, LW",,36,8,7,15,0,,-,-,-,-,-,,"$717,500","$709,167"
628. Oliver Bjorkstrand,Ottawa Senators,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$709,167"
629. Michael Chaput,Vegas Golden Knights,,RFA,25,C,,17,0,1,1,0,,-,-,-,-,-,,"$690,000","$706,667"
630. Dylan McIlrath,Vancouver Canucks,,UFA,25,D,,2,0,0,0,0,,-,-,-,-,-,,"$650,000","$703,333"
631. Zach Nastasiuk,Montreal Canadiens,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$700,833"
632. Nick Bonino,Philadelphia Flyers,,UFA,29,C,,77,22,27,49,0,,-,-,-,-,-,,"$700,000","$700,000"
633. Jordie Benn,St. Louis Blues,,UFA,30,D,,78,3,17,20,0,,-,-,-,-,-,,"$600,000","$700,000"
634. Jordan Nolan,Buffalo Sabres,,UFA,28,"C, LW, RW",,64,6,4,10,0,,-,-,-,-,-,,"$700,000","$700,000"
635. Ryan White,Winnipeg Jets,,UFA,29,C,,52,2,4,6,0,,-,-,-,-,-,,"$700,000","$700,000"
636. Jack Hillen,Florida Panthers,,UFA,31,D,,13,0,1,1,0,,-,-,-,-,-,,"$700,000","$700,000"
637. Trevor Carrick,Washington Capitals,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$700,000"
638. Teemu Pulkkinen,Colorado Avalanche,,RFA,25,LW,,3,0,0,0,0,,-,-,-,-,-,,"$690,000","$698,333"
639. Eric Comrie,Toronto Maple Leafs,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$698,333"
640. Sena Acolatse,Toronto Maple Leafs,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$840,000","$696,667"
641. Reid Boucher,Nashville Predators,,RFA,23,LW,,23,2,5,7,0,,-,-,-,-,-,,"$642,500","$692,500"
642. Raman Hrabarenka,Pittsburgh Penguins,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$692,500"
643. Keegan Kanzig,Dallas Stars,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$692,500"
644. John Ramage,New York Rangers,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$690,000","$690,000"
645. Justin Florek,Columbus Blue Jackets,,UFA,26,LW,,4,1,1,2,0,,-,-,-,-,-,,"$690,000","$690,000"
646. Dmitry Orlov,Florida Panthers,,UFA,26,D,,54,3,8,11,0,,-,-,-,-,-,,"$740,000","$690,000"
647. Ryan Martindale,Vancouver Canucks,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$740,000","$690,000"
648. Brendan Gallagher,Ottawa Senators,,UFA,25,RW,,81,19,22,41,0,,-,-,-,-,-,,"$715,000","$685,000"
649. Landon Ferraro,Ottawa Senators,,UFA,25,"C, RW",,4,0,0,0,0,,-,-,-,-,-,,"$675,000","$685,000"
650. Brendan Leipsic,Florida Panthers,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$684,167"
651. Kevin Connauton,Pittsburgh Penguins,,UFA,27,D,,36,1,7,8,0,,-,-,-,-,-,,"$600,000","$683,333"
652. Garrett Wilson,Pittsburgh Penguins,,UFA,26,LW,,3,0,0,0,0,,-,-,-,-,-,,"$730,000","$683,333"
653. Victor Rask,Montreal Canadiens,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$680,833"
654. Mike Condon,Detroit Red Wings,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$667,500","$680,000"
655. Paul Carey,Dallas Stars,,UFA,28,C,,12,0,0,0,0,,-,-,-,-,-,,"$737,500","$675,000"
656. Oscar Lindberg,New York Islanders,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$675,000"
657. Jack Skille,New York Islanders,,UFA,30,RW,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$675,000"
658. Chris Porter,Los Angeles Kings,,UFA,33,LW,,22,0,1,1,0,,-,-,-,-,-,,"$650,000","$675,000"
659. Taylor Fedun,Pittsburgh Penguins,,UFA,29,D,,4,2,0,2,0,,-,-,-,-,-,,"$675,000","$675,000"
660. Thomas Hickey,Ottawa Senators,,UFA,28,D,,82,4,18,22,0,,-,-,-,-,-,,"$600,000","$675,000"
661. Eric Tangradi,Colorado Avalanche,,UFA,28,LW,,55,3,3,6,0,,-,-,-,-,-,,"$650,000","$675,000"
662. Brandon Manning,Columbus Blue Jackets,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$675,000"
663. Jonathan Racine,Philadelphia Flyers,,UFA,24,D,,1,0,0,0,0,,-,-,-,-,-,,"$665,000","$674,167"
664. Logan Shaw,Arizona Coyotes,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$674,167"
665. Xavier Ouellet,Washington Capitals,,RFA,23,D,,4,0,0,0,0,,-,-,-,-,-,,"$642,500","$670,000"
666. Garret Sparks,Vegas Golden Knights,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$670,000","$670,000"
667. Martin Frk,Los Angeles Kings,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$670,000"
668. Jyrki Jokipakka,Washington Capitals,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$666,667"
669. Dalton Prout,Arizona Coyotes,,UFA,27,D,,49,2,4,6,0,,-,-,-,-,-,,"$700,000","$666,667"
670. Victor Bartley,Chicago Blackhawks,,UFA,29,D,,50,1,5,6,0,,-,-,-,-,-,,"$600,000","$666,667"
671. Alexey Marchenko,Anaheim Ducks,,RFA,25,D,,1,0,0,0,0,,-,-,-,-,-,,"$625,000","$666,667"
672. Zach Trotman,Edmonton Oilers,,UFA,26,D,,2,0,0,0,0,,-,-,-,-,-,,"$690,000","$665,000"
673. Will Weber,Ottawa Senators,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$687,500","$662,500"
674. Greg Pateryn,Tampa Bay Lightning,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$687,500","$662,500"
675. Vincent Trocheck,San Jose Sharks,,UFA,24,"C, RW",,20,5,3,8,0,,-,-,-,-,-,,"$692,500","$661,667"
676. Mike Hoffman,Anaheim Ducks,,UFA,27,"LW, C",,25,3,3,6,0,,-,-,-,-,-,,"$660,000","$660,000"
677. Greg McKegg,Boston Bruins,,RFA,25,C,,1,0,0,0,0,,-,-,-,-,-,,"$690,000","$660,000"
678. Jesse Blacker,Detroit Red Wings,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$660,000"
679. Eric Gelinas,Edmonton Oilers,,UFA,26,D,,60,7,22,29,0,,-,-,-,-,-,,"$650,000","$660,000"
680. Michael Bournival,Detroit Red Wings,,RFA,25,LW,,60,7,7,14,0,,-,-,-,-,-,,"$690,000","$660,000"
681. Darren Archibald,Montreal Canadiens,,UFA,27,RW,,16,1,2,3,0,,-,-,-,-,-,,"$660,000","$660,000"
682. Laurent Brossoit,Vegas Golden Knights,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$642,500","$659,167"
683. Jordan Martinook,Vegas Golden Knights,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$633,250","$658,250"
684. Anton Forsberg,Detroit Red Wings,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$620,000","$655,000"
685. Jimmy Hayes,Edmonton Oilers,,UFA,27,RW,,55,11,7,18,0,,-,-,-,-,-,,"$687,500","$654,167"
686. Matt Murray,Toronto Maple Leafs,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$650,833"
687. Tristan Jarry,Washington Capitals,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$650,833"
688. Andreas Athanasiou,Edmonton Oilers,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$650,833"
689. Cole Cassels,Tampa Bay Lightning,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$650,833"
690. Spencer Abbott,Los Angeles Kings,,UFA,29,LW,,1,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
691. Cameron Gaunce,Edmonton Oilers,,UFA,27,D,,9,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
692. Cedrick Desjardins,Winnipeg Jets,,UFA,31,G,,1,-,-,-,-,-,0,0,0,0.00,.000,,"$650,000","$650,000"
693. Christopher Gibson,Washington Capitals,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$625,000","$650,000"
694. Yannick Weber,Nashville Predators,,UFA,28,D,,49,6,4,10,0,,-,-,-,-,-,,"$650,000","$650,000"
695. Matt Bartkowski,Vegas Golden Knights,,UFA,29,D,,64,0,18,18,0,,-,-,-,-,-,,"$650,000","$650,000"
696. Rylan Schwartz,Minnesota Wild,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
697. Charles Hudon,Ottawa Senators,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$650,000"
698. Matt Taormina,Pittsburgh Penguins,,UFA,30,D,,7,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
699. Scott Wedgewood,San Jose Sharks,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$640,000","$648,333"
700. Michael Lee,Dallas Stars,,UFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$640,000","$648,333"
701. David Warsofsky,New Jersey Devils,,UFA,27,D,,6,1,1,2,0,,-,-,-,-,-,,"$687,500","$645,833"
702. Curtis McKenzie,New York Rangers,,UFA,26,LW,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$645,000"
703. JC Lipon,Philadelphia Flyers,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$645,000"
704. Paul Byron,St. Louis Blues,,UFA,28,"C, LW, RW",,47,7,14,21,0,,-,-,-,-,-,,"$643,500","$643,500"
705. Alex Broadhurst,Boston Bruins,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$643,333"
706. Ryan Olsen,Columbus Blue Jackets,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$641,667"
707. Marek Hrivik,New Jersey Devils,,RFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$641,667"
708. Jordan Caron,Arizona Coyotes,,UFA,26,RW,,35,1,2,3,0,,-,-,-,-,-,,"$640,000","$640,000"
709. Darian Dziurzynski,Carolina Hurricanes,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$640,000"
710. Alexandre Grenier,Edmonton Oilers,,RFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$640,000"
711. Tim Heed,Vegas Golden Knights,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$638,333"
712. Brian Flynn,New Jersey Devils,,UFA,29,RW,,79,6,7,13,0,,-,-,-,-,-,,"$625,000","$637,500"
713. Colin McDonald,Chicago Blackhawks,,UFA,32,RW,,70,8,10,18,0,,-,-,-,-,-,,"$600,000","$637,500"
714. Jim O'Brien,Anaheim Ducks,,UFA,28,C,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$637,500"
715. Connor Carrick,Los Angeles Kings,,RFA,23,D,,34,1,5,6,0,,-,-,-,-,-,,"$630,000","$636,667"
716. Garret Ross,Arizona Coyotes,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$636,667"
717. Jordan Binnington,Montreal Canadiens,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$642,500","$636,667"
718. Luke Gazdic,Buffalo Sabres,,UFA,28,LW,,67,2,2,4,0,,-,-,-,-,-,,"$635,000","$635,000"
719. Colton Sissons,,,RFA,23,C,,17,1,3,4,0,,-,-,-,-,-,,"$640,000","$635,000"
720. Michael St. Croix,,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$635,000"
721. Cedric Paquette,,,RFA,23,"C, LW",,2,0,1,1,0,,-,-,-,-,-,,"$625,000","$633,333"
722. Dylan DeMelo,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$633,333"
723. Sven Andrighetto,,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$633,333"
724. Sam Carrick,,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$631,667"
725. Kale Kessy,,,UFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$630,000"
726. Tomas Tatar,,,UFA,26,"LW, RW",,73,19,20,39,0,,-,-,-,-,-,,"$650,000","$630,000"
727. Damon Severson,,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$628,333"
728. Luke Witkowski,,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$627,500","$627,500"
729. Anthony Bitetto,,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$627,500"
730. Freddie Hamilton,,,RFA,25,C,,11,0,0,0,0,,-,-,-,-,-,,"$640,000","$626,667"
731. Adam Payerl,,,UFA,26,C,,2,0,0,0,0,,-,-,-,-,-,,"$635,000","$626,667"
732. Richard Bachman,,,UFA,30,G,,3,-,-,-,-,-,0,0,0,0.00,.000,,"$625,000","$625,000"
733. Julian Melchiori,,,RFA,25,D,,1,0,0,0,0,,-,-,-,-,-,,"$615,000","$625,000"
734. Michael Kostka,,,UFA,31,D,,28,4,7,11,0,,-,-,-,-,-,,"$625,000","$625,000"
735. Jon Landry,,,UFA,34,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$625,000"
736. Pierre-Cedric Labrie,,,UFA,30,LW,,13,0,0,0,0,,-,-,-,-,-,,"$625,000","$625,000"
737. Patrick Cannone,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$625,000"
738. Alex Stalock,,,UFA,29,G,,24,-,-,-,-,-,0,0,0,0.00,.000,,"$625,000","$625,000"
739. Troy Grosenick,,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$625,000"
740. Fredrik Claesson,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$623,333"
741. Philip Samuelsson,,,RFA,26,D,,5,0,0,0,0,,-,-,-,-,-,,"$640,000","$623,333"
742. Brenden Kichton,,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$590,000","$620,000"
743. Viktor Svedberg,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$620,000"
744. Ryan Sproul,,,RFA,24,D,,1,0,0,0,0,,-,-,-,-,-,,"$642,500","$620,000"
745. Tyler Bunz,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$620,000","$618,333"
746. Ben Chiarot,,,UFA,26,D,,1,0,0,0,0,,-,-,-,-,-,,"$662,500","$618,333"
747. Max Reinhart,,,RFA,25,C,,8,0,2,2,0,,-,-,-,-,-,,"$640,000","$618,333"
748. Andrew O'Brien,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$618,333"
749. Joakim Nordstrom,,,RFA,25,LW,,16,1,2,3,0,,-,-,-,-,-,,"$625,000","$616,667"
750. Mac Carruth,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$625,000","$616,667"
751. Brandon Davidson,,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$615,000"
752. Jordan Szwarz,,,UFA,26,RW,,26,3,0,3,0,,-,-,-,-,-,,"$638,354","$613,353"
753. Jean-Gabriel Pageau,,,UFA,24,C,,28,2,0,2,0,,-,-,-,-,-,,"$605,000","$613,333"
754. Lukas Sedlak,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$613,333"
755. Klas Dahlbeck,,,RFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$613,333"
756. Reece Scarlett,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$613,333"
757. Antoine Roussel,,,UFA,27,LW,,81,14,15,29,0,,-,-,-,-,-,,"$625,000","$612,500"
758. Micheal Ferland,,,UFA,25,"LW, RW",,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$611,667"
759. Daniel Catenacci,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$611,667"
760. Josh Shalla,,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$611,667"
761. Jordan Weal,,,UFA,25,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$610,000"
762. Marek Mazanec,,,RFA,26,G,,25,-,-,-,-,-,0,0,0,0.00,.000,,"$610,000","$610,000"
763. Danick Gauthier,,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$608,333"
764. Kristers Gudlevskis,,,RFA,24,G,,1,-,-,-,-,-,0,0,0,0.00,.000,,"$610,000","$608,333"
765. Nicolas Deslauriers,,,UFA,26,LW,,17,1,0,1,0,,-,-,-,-,-,,"$625,000","$608,333"
766. Sergey Tolchinsky,,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$608,333"
767. Tommy Hughes,,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$608,333"
768. Mark Barberio,,,UFA,27,D,,49,5,5,10,0,,-,-,-,-,-,,"$605,000","$605,000"
769. Derek Grant,,,UFA,27,C,,20,0,2,2,0,,-,-,-,-,-,,"$660,000","$605,000"
770. Brandon Mashinter,,,UFA,28,LW,,6,0,0,0,0,,-,-,-,-,-,,"$605,000","$605,000"
771. Mark Stone,,,RFA,25,RW,,19,4,4,8,0,,-,-,-,-,-,,"$630,000","$603,333"
772. Colin Miller,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$592,500","$602,500"
773. Evan McEneny,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$601,667"
774. Al Montoya,,,UFA,32,G,,28,-,-,-,-,-,0,0,0,0.00,.000,,"$601,000","$601,000"
775. T.J. Brennan,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
776. Robert Bortuzzo,,,UFA,28,D,,54,0,10,10,0,,-,-,-,-,-,,"$550,000","$600,000"
777. Chad Johnson,,,UFA,31,G,,27,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
778. Michael Hutchinson,,,UFA,27,G,,3,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
779. Adam Pardy,,,UFA,33,D,,60,0,6,6,0,,-,-,-,-,-,,"$600,000","$600,000"
780. Colton Sceviour,,,UFA,28,"C, RW",,26,8,4,12,0,,-,-,-,-,-,,"$600,000","$600,000"
781. Taylor Chorney,,,UFA,30,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
782. Kellan Lain,,,UFA,27,LW,,9,1,0,1,0,,-,-,-,-,-,,"$600,000","$600,000"
783. Joe Colborne,,,UFA,27,"C, LW, RW",,80,10,18,28,0,,-,-,-,-,-,,"$600,000","$600,000"
784. Chris Mueller,,,UFA,31,C,,9,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
785. Troy Bodie,,,UFA,32,RW,,47,3,7,10,0,,-,-,-,-,-,,"$600,000","$600,000"
786. David Van Der Gulik,,,UFA,34,LW,,2,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
787. Curtis McElhinney,,,UFA,34,G,,28,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
788. Dana Tyrell,,,UFA,28,C,,7,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
789. Cody Bass,,,UFA,30,C,,1,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
790. Ryan Reaves,,,UFA,30,RW,,63,2,6,8,0,,-,-,-,-,-,,"$600,000","$600,000"
791. Adam Cracknell,,,UFA,32,RW,,19,0,2,2,0,,-,-,-,-,-,,"$600,000","$600,000"
792. Nate Guenin,,,UFA,34,D,,68,1,8,9,0,,-,-,-,-,-,,"$600,000","$600,000"
793. Nick Holden,,,UFA,30,D,,54,10,15,25,0,,-,-,-,-,-,,"$600,000","$600,000"
794. Jordan Schroeder,,,UFA,26,"C, RW",,25,3,3,6,0,,-,-,-,-,-,,"$600,000","$600,000"
795. Justin Fontaine,,,UFA,29,RW,,66,13,8,21,0,,-,-,-,-,-,,"$600,000","$600,000"
796. Micheal Haley,,,UFA,31,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
797. Philip Lane,,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$600,000"
798. Scott Timmins,,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
799. Ben Holmstrom,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
800. Brett Bellemore,,,UFA,29,D,,64,2,6,8,0,,-,-,-,-,-,,"$600,000","$600,000"
801. Alex Biega,,,UFA,29,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
802. Tyler Randell,,,UFA,26,RW,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$600,000"
803. Jesse Winchester,,,UFA,33,"C, RW, LW",,52,9,9,18,0,,-,-,-,-,-,,"$600,000","$600,000"
804. Tom Pyatt,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
805. Harri Sateri,,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
806. Jean-Sebastien Dea,,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$598,333"
807. Tom Kuhnhackl,,,RFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$598,333"
808. Byron Froese,,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$598,333"
809. Petr Mrazek,,,RFA,25,G,,9,-,-,-,-,-,0,0,0,0.00,.000,,"$630,000","$595,000"
810. Mike McKenna,,,UFA,34,G,,4,-,-,-,-,-,0,0,0,0.00,.000,,"$595,000","$595,000"
811. Seth Helgeson,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$595,000"
812. Alan Quine,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$570,000","$595,000"
813. Andy Andreoff,,,UFA,26,"LW, C",,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$593,333"
814. Andrej Nestrasil,,,UFA,26,"C, RW, LW",,0,0,0,0,0,,-,-,-,-,-,,"$608,333","$593,333"
815. Cody Beach,,,UFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$591,667"
816. Colin Jacobs,,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$591,667"
817. Frank Corrado,,,RFA,24,D,,15,1,0,1,0,,-,-,-,-,-,,"$615,000","$591,667"
818. Chris Wideman,,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$590,000"
819. Andrew Agozzino,,,UFA,26,LW,,0,0,0,0,0,,-,-,-,-,-,,"$590,000","$590,000"
820. Scott Harrington,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$589,167"
821. Stephane Veilleux,,,UFA,35,LW,,34,3,0,3,0,,-,-,-,-,-,,"$600,000","$587,500"
822. Philip Varone,,,UFA,26,C,,9,1,1,2,0,,-,-,-,-,-,,"$595,000","$586,667"
823. Michael Latta,,,UFA,26,C,,17,1,3,4,0,,-,-,-,-,-,,"$550,000","$586,667"
824. John Albert,,,UFA,28,C,,9,1,0,1,0,,-,-,-,-,-,,"$585,000","$585,000"
