Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
825,DESLAURIERS, NICOLAS,Buffalo,F(LW),17,189.333,1,8,0.317,2.535,11.11,1.7342,2.3218,42.76,-1.4173,0.2134,-31.64,-1.0659,-0.3291,-21.45,2.2067,2.3298,48.64,85,94,1.1765,91.4894,92.6659,6.5302,92.5451,-5.3538,-1.0557,-4.3571,-0.3185,7.6845,91.8663,153,181,48.486,57.359,45.81,-0.423,-0.196,-0.13,2.3599,-8.6198,4.66,53.5258,53.6437,49.95,0.6536,95.5801,96.2337,3.5457,95.9659,-2.8921,-0.3858,-2.3443,-0.0786,4.1227,95.6569,23.7617,6.6667,21.6216,24.6774,21.3192,25,21.4765,21.7213,1,0,0,1,1,26,42,3.846153846,2.380952381,0.3169,0,0,0.3169,0.3169,8.2394,13.3099,100,0,100,100,173,53,64,56,30.6358,36.9942,32.3699
826,NOKELAINEN, PETTERI,Montreal,F(C),56,402.183,9,14,1.343,2.089,39.13,2.024,2.1717,48.24,-0.6813,-0.0831,-9.11,-0.9565,-0.3227,-9.68,2.1192,2.2269,48.76,158,175,5.6962,92,97.6962,7.5551,92.482,-1.8589,-0.482,-2.5866,-0.1747,7.4825,92.3363,308,365,45.949,54.453,45.77,-6.6914,-1.8602,-2.55,-7.5763,-2.7738,-2.56,53.1943,54.2553,49.51,2.9221,96.1644,99.0865,3.8449,96.1435,-0.9228,0.0209,-1.3734,0.378,3.9839,95.8955,15.8209,9.8901,14,13.8926,15.1704,11.8721,14.9441,14.6179,3,4,4,7,7,36,65,8.333333333,4.615384615,0.4476,0.5967,0.5967,1.0443,1.0443,5.3707,9.6971,33.33,44.44,77.78,77.78,317,132,107,78,41.6404,33.7539,24.6057
827,KLEIN, KEVIN,NY Rangers,D,190,3049.8,92,113,1.81,2.223,44.88,2.2921,2.3052,49.86,-0.4821,-0.0821,-4.98,-0.4779,0.1105,-7.11,2.247,2.228,50.21,1317,1457,6.9856,92.2443,99.2299,8.0812,92.0757,-1.0957,0.1686,-0.9941,-0.5127,7.7765,92.2386,2399,2843,47.197,55.932,45.76,-3.9541,1.6356,-2.74,-4.5095,1.704,-3.04,54.0253,53.6659,50.17,3.8349,96.0253,99.8602,4.481,95.7544,-0.6461,0.2709,-0.5898,-0.0788,4.1592,95.8484,33.1042,28.1346,34.2424,31.1154,33.7929,30.6083,31.4815,31.8079,9,31,17,40,26,205,439,4.390243902,2.050113895,0.1771,0.6099,0.3344,0.7869,0.5115,4.0331,8.6366,9.78,33.7,43.48,28.26,2712,987,935,790,36.3938,34.4764,29.1298
828,FLOOD, MARK,Winnipeg,D,33,421.35,12,13,1.709,1.851,48,2.3203,2.3022,50.2,-0.6115,-0.451,-2.2,-0.4604,-0.318,-2,2.0383,2.2641,47.38,194,202,6.1856,93.5644,99.75,7.9348,91.9278,-1.7492,1.6365,-0.5468,1.3442,7.3085,92.1558,345,409,49.128,58.241,45.76,-5.4045,3.0155,-3.93,-6.4766,3.8009,-4.77,52.0815,53.7981,49.19,3.4783,96.8215,100.2998,4.255,95.8313,-0.7767,0.9903,-0.4228,0.806,3.9136,95.7915,27.0889,22.6415,24.0741,24.7135,28.4423,25.6944,23.1678,28.4351,2,3,1,5,3,19,55,10.52631579,3.636363636,0.2848,0.4272,0.1424,0.712,0.4272,2.7056,7.832,16.67,25,41.67,25,358,149,98,111,41.6201,27.3743,31.0056
829,MARTIN, MATT,NY Islanders,F(LW),207,2147.7,49,73,1.369,2.039,40.16,2.0606,2.688,43.39,-0.6917,-0.6486,-3.23,-0.9598,-0.6622,-6.13,2.1935,2.2498,49.37,939,997,5.2183,92.678,97.8963,7.1813,90.8659,-1.963,1.8121,-2.509,2.0054,7.6738,92.2211,1700,2021,47.493,56.46,45.69,-5.8789,-0.5943,-2.65,-8.7841,-0.3719,-4.07,53.6282,54.156,49.76,2.8824,96.3879,99.2703,3.8608,95.2887,-0.9784,1.0993,-1.2556,1.1415,4.0901,95.8457,21.4086,13.8028,17.0561,18.6916,21.2983,17.3822,22.2301,23.1863,17,15,13,32,30,281,453,6.049822064,3.752759382,0.4749,0.4191,0.3632,0.894,0.8381,7.8503,12.6554,34.69,30.61,65.31,61.22,1907,783,626,498,41.0593,32.8264,26.1143
830,TOOTOO, JORDIN,Detroit,F(RW),130,1430.78,44,49,1.845,2.055,47.31,2.1215,2.208,49,-0.2763,-0.1532,-1.69,-0.4796,-0.0437,-5.24,2.1043,2.188,49.03,644,745,6.8323,93.4228,100.2551,7.7809,92.2747,-0.9486,1.1482,-1.3535,0.618,7.4556,92.3148,1125,1338,47.177,56.109,45.68,-2.7147,3.0324,-2.78,-4.7207,3.7214,-4.09,52.8535,53.4396,49.72,3.9111,96.3378,100.2489,4.2521,95.8399,-0.341,0.4979,-0.5683,0.3436,3.9815,95.9057,23.0564,19.214,22.6852,21.4082,24.2964,23.3315,21.2903,21.1005,8,28,21,36,29,189,330,4.232804233,2.424242424,0.3355,1.1742,0.8806,1.5097,1.2161,7.9257,13.8386,18.18,63.64,81.82,65.91,1260,441,396,423,35,31.4286,33.5714
831,MCMILLAN, BRANDON,Arizona,F(C),53,504.033,17,27,2.024,3.214,38.64,2.2017,2.1459,50.64,-0.1781,1.0681,-12.01,0.31,1.3757,-9.61,2.2153,2.1603,50.63,203,244,8.3744,88.9344,97.3088,7.8323,92.7451,0.5421,-3.8106,1.4387,-4.5963,7.6749,92.399,402,478,47.854,56.901,45.68,-5.5858,1.4222,-3.38,-0.6288,2.4981,-1.44,54.1956,53.2496,50.44,4.2289,94.3515,98.5804,4.12,96.132,0.1088,-1.7805,0.6942,-2.2694,4.0875,95.943,20.745,23.6111,31.3953,20.5312,21.4928,20.5742,18.8623,21.3043,2,9,2,11,4,57,85,3.50877193,2.352941176,0.2381,1.0714,0.2381,1.3094,0.4762,6.7853,10.1184,11.76,52.94,64.71,23.53,451,196,126,129,43.459,27.9379,28.6031
832,MOEN, TRAVIS,Montreal,F(LW),158,1591.6,45,53,1.696,1.998,45.92,2.1284,2.2318,48.81,-0.432,-0.2339,-2.9,-0.6676,-0.2289,-5.58,2.2818,2.2852,49.96,638,736,7.0533,92.7989,99.8522,7.7023,92.412,-0.649,0.3869,-0.941,0.5364,7.8576,92.2061,1255,1493,47.311,56.283,45.67,-5.8059,-1.0906,-2.4,-10.1124,-0.0005,-4.83,54.5001,54.5825,49.96,3.5857,96.4501,100.0358,4.0071,96.11,-0.4214,0.3401,-0.5312,0.4066,4.1868,95.8133,21.8724,16.7286,20.0758,18.7425,21.8723,17.7606,23.9551,21.9905,12,19,11,31,23,114,212,10.52631579,5.660377358,0.4524,0.7163,0.4147,1.1686,0.8671,4.2976,7.992,26.67,42.22,68.89,51.11,1502,601,533,368,40.0133,35.486,24.5007
833,GAGNER, SAM,Edmonton,F(C),190,2678.95,107,128,2.396,2.867,45.53,2.0843,2.4461,46.01,0.3122,0.4207,-0.47,0.4536,0.4837,0.62,2.2296,2.2042,50.29,1183,1404,9.0448,90.8832,99.928,7.6886,92.1452,1.3562,-1.2621,1.7268,-1.6032,7.6991,92.2738,2223,2644,49.788,59.217,45.67,-0.8216,0.9971,-0.83,0.355,-0.4567,0.37,54.236,53.5832,50.3,4.8133,95.1589,99.9722,4.1183,95.7986,0.695,-0.6397,0.883,-0.8476,4.1109,95.8865,29.939,34.5161,33.9523,30.0893,29.7781,33.7505,26.5268,27.8208,24,51,25,75,49,287,531,8.362369338,4.519774011,0.5375,1.1422,0.5599,1.6798,1.0974,6.4279,11.8927,22.43,47.66,70.09,45.79,2380,863,708,809,36.2605,29.7479,33.9916
834,KOMAROV, LEO,Toronto,F(C),42,494.467,14,15,1.699,1.82,48.28,2.4668,2.5447,49.22,-0.768,-0.7246,-0.95,-1.335,-1.0114,-3.45,2.2582,2.3013,49.53,204,243,6.8627,93.8272,100.6899,9.1631,92.0683,-2.3004,1.7589,-4.6935,2.0143,7.718,92.1363,404,481,49.023,58.366,45.65,-3.823,-3.2407,-0.52,-2.5921,-8.094,1.94,54.9572,54.8501,50.05,3.4653,96.8815,100.3468,4.668,95.8694,-1.2026,1.0121,-2.4124,1.142,4.109,95.8044,25.0013,15.7303,17.6471,24.0476,22.646,26.0952,25.9312,23.5772,4,5,1,9,5,47,86,8.510638298,4.651162791,0.4854,0.6067,0.1213,1.0921,0.6067,5.7031,10.4355,28.57,35.71,64.29,35.71,492,174,181,137,35.3659,36.7886,27.8455
835,FISHER, MIKE,Nashville,F(C),185,2704.9,113,104,2.507,2.307,52.07,2.1199,2.3453,47.48,0.3867,-0.0384,4.6,0.397,0.0074,4.23,2.3815,2.2078,51.89,1217,1356,9.2851,92.3304,101.6155,7.6024,91.7821,1.6827,0.5483,1.6589,0.5033,8.0091,92.28,2173,2588,48.201,57.407,45.64,-2.8247,3.84,-3.14,-1.7524,4.859,-3.09,55.6043,53.422,51,5.2002,95.9815,101.1817,4.1546,95.6217,1.0456,0.3597,0.9772,0.3576,4.283,95.8672,29.9907,33.7313,30.0578,29.2463,31.8798,28.7175,35.3904,30.3718,41,39,20,80,61,302,513,13.57615894,7.992202729,0.9095,0.8651,0.4436,1.7746,1.3531,6.699,11.3793,36.28,34.51,70.8,53.98,2691,923,1038,730,34.2995,38.573,27.1275
836,MYERS, TYLER,Buffalo,D,156,2529.12,83,102,1.969,2.42,44.86,2.0145,2.3028,46.66,-0.0454,0.117,-1.8,0.0205,0.2616,-2.58,2.3027,2.2798,50.25,1136,1360,7.3063,92.5,99.8063,7.3669,92.4765,-0.0606,0.0235,0.1082,-0.6854,7.9045,92.1764,2066,2461,49.013,58.384,45.64,-1.7147,2.0695,-1.75,-0.6006,-0.1215,-0.25,54.8071,54.5882,50.1,4.0174,95.8553,99.8727,3.9712,95.9107,0.0463,-0.0554,0.09,-0.4558,4.2015,95.8236,34.2036,34.4398,36.8231,33.93,34.1568,32.5071,33.2316,36.6881,10,18,12,28,22,151,318,6.622516556,3.144654088,0.2372,0.427,0.2847,0.6643,0.5219,3.5823,7.5441,12.05,21.69,33.73,26.51,2359,915,762,682,38.7876,32.3018,28.9106
837,ENNIS, TYLER,Buffalo,F(C),175,2440.05,93,102,2.287,2.508,47.69,1.9126,2.3879,44.47,0.3743,0.1203,3.22,0.4873,0.2308,3.55,2.3213,2.2715,50.54,1134,1378,8.2011,92.598,100.7991,7.0242,92.2742,1.1768,0.3238,1.2924,-0.1364,7.9439,92.1875,2094,2495,51.491,61.351,45.63,1.1501,4.2638,-1.23,3.8588,3.5625,0.45,54.9376,54.4435,50.23,4.4413,95.9118,100.3531,3.7992,95.8171,0.642,0.0947,0.6632,-0.1473,4.2253,95.8278,29.2518,34.4444,31.2883,30.8895,30.505,28.2272,25.8765,29.0665,33,35,21,68,54,297,516,11.11111111,6.395348837,0.8115,0.8606,0.5164,1.6721,1.3278,7.3031,12.6883,35.48,37.63,73.12,58.06,2157,822,679,656,38.1085,31.4789,30.4126
838,JOHNSON, NICK,Boston,F(RW),103,1302.25,41,47,1.889,2.165,46.59,1.7852,2.198,44.82,0.1038,-0.0325,1.77,0.1479,-0.1281,3.44,2.2396,2.2449,49.94,585,634,7.0085,92.5868,99.5953,6.8669,92.4633,0.1417,0.1234,0.48,0.181,7.7403,92.2152,1055,1257,48.608,57.915,45.63,-0.6886,1.8392,-1.15,-2.2689,-0.8638,-0.77,54.1303,54.0249,50.05,3.8863,96.2609,100.1472,3.6214,96.0804,0.2649,0.1806,0.4641,0.163,4.1375,95.8448,26.6517,28.2759,25.5435,25.7694,26.3633,24.431,25.1726,25.109,11,17,14,28,25,172,260,6.395348837,4.230769231,0.5068,0.7833,0.645,1.2901,1.1519,7.9247,11.9793,26.83,41.46,68.29,60.98,1126,403,401,322,35.7904,35.6128,28.5968
839,BRENT, TIM,Carolina,F(C),109,891.917,27,35,1.816,2.354,43.55,2.1387,2.5049,46.06,-0.3224,-0.1504,-2.51,-0.4113,-0.2137,-2.9,2.0772,2.2359,48.16,370,452,7.2973,92.2566,99.5539,7.1744,92.0034,0.1229,0.2532,0.1382,0.3047,7.5136,92.2324,714,851,48.031,57.248,45.62,-9.2267,-1.3022,-3.82,-11.5895,-1.7066,-4.66,51.8716,54.1929,48.91,3.7815,95.8872,99.6687,3.7352,95.7217,0.0463,0.1655,0.0452,0.2434,4.0046,95.8742,17.4181,14.6739,16.2037,14.524,16.9996,16.4375,17.0763,15.8739,8,10,4,18,12,72,124,11.11111111,6.451612903,0.5382,0.6727,0.2691,1.2109,0.8073,4.8435,8.3416,29.63,37.04,66.67,44.44,802,287,264,251,35.7855,32.9177,31.2968
840,CAMPOLI, CHRIS,Montreal,D,43,590.517,21,24,2.134,2.439,46.67,2.1207,2.1787,49.33,0.013,0.2599,-2.66,0.1484,0.0217,1.57,2.1659,2.2991,48.51,248,306,8.4677,92.1569,100.6246,7.7648,92.4757,0.7029,-0.3188,0.9759,0.011,7.6489,92.1462,488,582,49.584,59.135,45.61,-3.2865,2.9321,-2.86,-2.7672,-0.4237,-1.17,53.3869,55.0417,49.24,4.3033,95.8763,100.1796,4.0111,96.1235,0.2922,-0.2472,0.511,-0.0657,4.0569,95.823,29.8128,31.3433,30,28.689,29.6636,29.6226,29.7012,25.4491,2,5,2,7,4,24,52,8.333333333,3.846153846,0.2032,0.508,0.2032,0.7112,0.4064,2.4385,5.2835,9.52,23.81,33.33,19.05,496,170,169,157,34.2742,34.0726,31.6532
841,BABCHUK, ANTON,Calgary,D,39,450.617,16,13,2.13,1.731,55.17,1.9436,2.4216,44.53,0.1868,-0.6906,10.65,0.1632,-0.7804,11.25,1.9997,2.1922,47.7,187,224,8.5561,94.1964,102.7525,7.2277,91.6993,1.3284,2.4971,1.0482,2.6352,7.2725,92.36,369,440,49.133,58.586,45.61,-1.4569,3.5841,-2.3,-1.7649,2.1637,-1.81,51.688,54.365,48.74,4.336,97.0455,101.3815,3.8419,95.5973,0.4941,1.4481,0.4709,1.4965,3.8687,95.9676,23.917,25.3968,17.8082,23.2808,24.6085,24.4973,24.3243,21.9474,1,7,3,8,4,34,87,2.941176471,1.149425287,0.1332,0.9321,0.3995,1.0652,0.5326,4.5271,11.5841,6.25,43.75,50,25,411,142,135,134,34.5499,32.8467,32.6034
842,MILLS, BRAD,Chicago,F(C),30,197.45,3,14,0.912,4.254,17.65,1.6961,2.1755,43.81,-0.7845,2.0787,-26.16,-1.8938,1.8997,-36.72,2.0534,2.1848,48.45,76,101,3.9474,86.1386,90.086,6.5964,91.667,-2.649,-5.5284,-5.758,-4.926,7.2673,92.4615,135,161,41.023,48.924,45.61,-5.5777,2.144,-4.3,-6.5682,2.2343,-4.87,53.4781,54.8002,49.39,2.2222,91.3044,93.5266,3.6396,95.3495,-1.4174,-4.0451,-3.6725,-3.6527,3.8397,96.0131,14.1526,5.0847,22.9508,12.4424,14.7301,15.3061,12.3626,12.2917,0,1,0,1,0,19,36,0,0,0,0.3039,0,0.3039,0,5.7736,10.9395,0,33.33,33.33,0,164,59,45,60,35.9756,27.439,36.5854
843,PYSYK, MARK,Buffalo,D,63,943.533,23,39,1.463,2.48,37.1,2.057,2.3213,46.98,-0.5944,0.1587,-9.88,-0.1531,0.2007,-4.38,2.3006,2.2394,50.67,376,493,6.117,92.0892,98.2062,7.4749,92.548,-1.3579,-0.4587,-0.2539,-0.932,7.9347,92.2465,739,882,46.994,56.087,45.59,-3.2906,-1.675,-0.95,1.8114,-3.8673,2.61,54.5539,54.0247,50.24,3.1123,95.5782,98.6905,4.0908,95.9813,-0.9784,-0.403,-0.4637,-0.62,4.2171,95.8549,31.2106,29.1139,33.0508,32.0607,29.7973,28.2792,31.0891,31.9567,0,7,2,7,2,55,119,0,0,0,0.4451,0.1272,0.4451,0.1272,3.4975,7.5673,0,30.43,30.43,8.7,874,325,314,235,37.1854,35.9268,26.8879
844,BROWN, CHRIS,Washington,F(C),17,133.167,2,2,0.901,0.901,50,2.1636,2.1371,50.31,-1.2625,-1.2359,-0.31,-1.0802,-1.0802,0,2.1206,2.076,50.53,55,72,3.6364,97.2222,100.8586,7.6767,92.8034,-4.0403,4.4188,-3.783,3.2749,7.4303,92.5911,103,123,46.408,55.419,45.58,-7.1394,0.7177,-3.89,-3.9007,-2.2117,-1.03,53.901,52.6649,50.58,1.9417,98.374,100.3157,4.0406,96.0932,-2.0988,2.2808,-1.9966,1.812,3.9342,96.0581,16.0506,8,8,14.9927,15.5303,14.7982,12.2137,17.0139,1,1,1,2,2,13,27,7.692307692,3.703703704,0.4506,0.4506,0.4506,0.9011,0.9011,5.8573,12.1652,50,50,100,100,114,49,32,33,42.9825,28.0702,28.9474
845,BYERS, DANE,Columbus,F(LW),8,57.4,1,1,1.045,1.045,50,1.9279,2.2358,46.3,-0.8826,-1.1905,3.7,-0.8947,-2.0587,11.54,2.0497,2.0607,49.87,23,23,4.3478,95.6522,100,7.288,92.6107,-2.9402,3.0415,-2.5966,5.0089,7.2571,92.6788,41,49,42.857,51.22,45.56,-5.504,-2.447,-1.84,-8.164,-3.6816,-2.61,53.0517,53.1874,49.94,2.439,97.9592,100.3982,3.9866,95.8339,-1.5475,2.1253,-1.3633,3.6129,3.8637,96.1256,15.6538,9.0909,5.8824,13.4868,14.759,15.4639,16.3265,15.0794,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7.3171,7.3171,0,0,0,0,50,19,16,15,38,32,30
846,TROPP, COREY,Columbus,F(RW),87,795.6,33,30,2.489,2.262,52.38,2.0314,2.2678,47.25,0.4573,-0.0054,5.13,-0.0421,0.1773,-2.45,2.1897,2.2005,49.88,343,403,9.621,92.5558,102.1768,7.3847,92.5279,2.2363,0.028,0.9835,-0.4923,7.7013,92.3719,635,759,47.888,57.24,45.55,-2.7183,2.5578,-2.51,-6.2018,3.2922,-4.51,53.5852,54.2575,49.69,5.1969,96.0474,101.2443,4.0141,95.8527,1.1828,0.1947,0.5181,-0.0874,4.0864,95.9444,19.1149,18.8571,20.4082,17.3025,20.0475,22.0588,18.369,20.1276,5,14,6,19,11,66,100,7.575757576,5,0.3771,1.0558,0.4525,1.4329,0.8296,4.9774,7.5415,15.15,42.42,57.58,33.33,771,284,232,255,36.8353,30.0908,33.0739
847,ARMSTRONG, COLBY,Montreal,F(RW),66,596.833,13,19,1.307,1.91,40.62,2.0836,2.3968,46.51,-0.7767,-0.4867,-5.88,-1.3976,-0.5072,-12.18,2.2,2.3112,48.77,210,266,6.1905,92.8571,99.0476,7.7203,91.9236,-1.5299,0.9335,-3.0265,1.2808,7.6335,92.191,440,527,44.233,52.98,45.5,-7.9621,-5.1942,-1.79,-13.9021,-2.4035,-5.71,54.1048,55.129,49.53,2.9545,96.3947,99.3492,3.992,95.88,-1.0374,0.5147,-1.6976,0.7594,4.0661,95.8076,19.2295,10.3175,15.8333,15.3364,18.5498,14.3678,19.9559,19.0061,3,4,1,7,4,42,71,7.142857143,4.225352113,0.3016,0.4021,0.1005,0.7037,0.4021,4.2223,7.1377,23.08,30.77,53.85,30.77,524,218,181,125,41.6031,34.542,23.855
848,BARTLEY, VICTOR,Nashville,D,74,1090.45,40,36,2.201,1.981,52.63,2.1142,2.4122,46.71,0.0867,-0.4314,5.92,-0.1201,-0.4586,3.88,2.2317,2.2409,49.9,470,534,8.5106,93.2584,101.769,7.6595,91.5105,0.8512,1.748,0.5106,1.701,7.8241,92.2056,835,1001,45.944,55.078,45.48,-4.3229,1.3732,-2.87,-5.2366,1.0789,-3.18,53.4246,53.958,49.75,4.7904,96.4036,101.194,4.206,95.5083,0.5844,0.8953,0.2555,0.9211,4.1773,95.847,30.0912,28.9855,25.8993,27.8705,30.509,25.8893,26.1411,24.6608,1,12,7,13,8,37,92,2.702702703,1.086956522,0.055,0.6603,0.3852,0.7153,0.4402,2.0359,5.0621,2.5,30,32.5,20,886,309,315,262,34.8758,35.553,29.5711
849,YONKMAN, NOLAN,Anaheim,D,10,101.983,5,7,2.942,4.118,41.67,2.1151,2.3987,46.86,0.8265,1.7196,-5.19,1.1519,1.1353,4.17,2.0851,2.2514,48.08,42,56,11.9048,87.5,99.4048,7.3586,91.8889,4.5462,-4.3889,6.4994,-0.8721,7.533,92.2323,80,96,47.067,56.48,45.45,-6.1379,1.7357,-3.83,-11.8472,9.1997,-10.02,52.7582,55.7754,48.61,6.25,92.7083,98.9583,3.9755,95.6184,2.2745,-2.91,3.212,-0.9825,3.9522,95.9634,20.2241,29.4118,25.9259,16.8421,23.2446,18.75,18.1818,20,0,1,0,1,0,7,15,0,0,0,0.5883,0,0.5883,0,4.1183,8.825,0,20,20,0,89,35,24,30,39.3258,26.9663,33.7079
850,LEBLANC, LOUIS,Montreal,F(C),50,521.967,18,14,2.069,1.609,56.25,2.0802,2.2424,48.12,-0.0111,-0.6331,8.13,0.1481,-1.1879,15.54,2.2599,2.2708,49.88,213,247,8.4507,94.332,102.7827,7.6822,92.3565,0.7685,1.9755,1.171,3.209,7.8531,92.1723,402,483,46.21,55.521,45.42,-6.5442,-1.7126,-2.54,-4.173,-3.5906,-0.59,53.9384,54.2349,49.86,4.4776,97.1014,101.579,3.9432,96.082,0.5344,1.0195,0.6649,1.8335,4.1899,95.813,22.6712,24,14.433,21.1914,21.5914,21.2766,19.6328,23.4848,5,5,3,10,8,65,111,7.692307692,4.504504505,0.5747,0.5747,0.3448,1.1495,0.9196,7.4717,12.7594,27.78,27.78,55.56,44.44,455,186,139,130,40.8791,30.5494,28.5714
851,SMYTH, RYAN,Edmonton,F(LW),201,2430.2,75,89,1.852,2.197,45.73,2.0233,2.4966,44.76,-0.1716,-0.2993,0.97,-0.3126,-0.405,0.33,2.2374,2.2104,50.3,1017,1256,7.3746,92.914,100.2886,7.6535,91.9308,-0.2789,0.9833,-0.7127,1.1859,7.7357,92.2689,1979,2379,48.86,58.736,45.41,-0.4546,0.0205,-0.24,-0.6008,-0.6361,-0.04,54.2412,53.6323,50.28,3.7898,96.2589,100.0487,4.1029,95.7479,-0.3131,0.511,-0.586,0.642,4.125,95.8786,25.8084,22.9358,22.7041,25.5751,25.6027,23.4731,29.1443,25.8658,20,39,21,59,41,313,510,6.389776358,3.921568627,0.4938,0.9629,0.5185,1.4567,1.0123,7.7278,12.5916,26.67,52,78.67,54.67,2246,844,814,588,37.5779,36.2422,26.1799
852,PECKHAM, THEO,Edmonton,D,58,802.833,33,35,2.466,2.616,48.53,1.9543,2.4401,44.47,0.5119,0.1757,4.06,0.6015,0.2452,4.5,2.1058,2.1951,48.96,329,426,10.0304,91.784,101.8144,7.2432,92.1148,2.7872,-0.3307,3.0892,-0.4278,7.4308,92.3339,631,759,47.158,56.724,45.4,-3.1054,-1.7074,-0.85,-3.7924,-0.042,-1.9,52.9433,53.7761,49.61,5.2298,95.3887,100.6185,3.8882,95.8241,1.3416,-0.4354,1.5697,-0.4354,3.9774,95.9181,29.7219,35.8696,31.8182,28.132,29.7065,31.2155,30.3371,26.4151,1,2,1,3,2,24,66,4.166666667,1.515151515,0.0747,0.1495,0.0747,0.2242,0.1495,1.7936,4.9325,3.03,6.06,9.09,6.06,694,252,216,226,36.3112,31.1239,32.5648
853,HENDRICKS, MATT,Edmonton,F(C),203,2051.55,38,62,1.111,1.813,38,2.1297,2.347,47.57,-1.0184,-0.5338,-9.57,-1.3055,-0.6271,-11.76,2.2316,2.2904,49.35,824,938,4.6117,93.3902,98.0019,7.8345,92.1695,-3.2228,1.2207,-3.8264,1.2989,7.7404,92.0879,1560,1879,45.624,54.954,45.36,-5.8087,-1.3654,-2.37,-7.899,-2.5585,-2.84,54.1098,54.2194,49.95,2.4359,96.7004,99.1363,4.1408,95.8326,-1.7049,0.8678,-2.0797,0.9435,4.1242,95.7756,21.1008,10.951,16.5775,18.5648,20.3531,18.2255,25.3185,20.8147,13,9,5,22,18,219,392,5.936073059,3.316326531,0.3802,0.2632,0.1462,0.6434,0.5264,6.4049,11.4645,34.21,23.68,57.89,47.37,1968,700,775,493,35.5691,39.3801,25.0508
854,LUPUL, JOFFREY,Toronto,F(RW),151,2189.52,111,117,3.042,3.206,48.68,2.3785,2.3826,49.96,0.6633,0.8236,-1.27,0.9229,0.8254,1.59,2.2614,2.2535,50.09,1070,1306,10.3738,91.0414,101.4152,8.7209,92.6122,1.6529,-1.5709,2.4096,-1.1826,7.8005,92.2389,2035,2452,55.766,67.193,45.35,3.0738,5.6107,-0.76,3.5797,6.9481,-1.06,54.3604,54.2068,50.07,5.4545,95.2284,100.6829,4.5139,96.131,0.9406,-0.9026,1.3943,-0.8198,4.1601,95.8427,30.284,38.4083,36.9085,31.7028,32.6368,30.9668,29.1562,28.8535,36,44,27,80,63,303,533,11.88118812,6.754221388,0.9865,1.2057,0.7399,2.1923,1.7264,8.3032,14.606,32.43,39.64,72.07,56.76,2073,760,698,615,36.6618,33.671,29.6671
855,STEWART, ANTHONY,Carolina,F(RW),77,591.85,23,26,2.332,2.636,46.94,2.038,2.4901,45.01,0.2936,0.1457,1.93,0.2803,0.3304,-0.15,2.0283,2.2321,47.61,241,320,9.5436,91.875,101.4186,6.966,92.0075,2.5776,-0.1325,2.7121,-0.8275,7.3532,92.2679,478,576,48.458,58.393,45.35,-7.6952,-0.6096,-3.41,-8.747,-0.9025,-3.75,51.7278,54.3377,48.77,4.8117,95.4861,100.2978,3.6294,95.7796,1.1823,-0.2935,1.2257,-0.6259,3.9211,95.8921,16.158,17.9688,18.0556,14.0341,15.9513,16.6992,11.7278,14.3548,9,8,5,17,14,60,99,15,9.090909091,0.9124,0.811,0.5069,1.7234,1.4193,6.0826,10.0363,39.13,34.78,73.91,60.87,480,178,131,171,37.0833,27.2917,35.625
856,GORDON, ANDREW,Vancouver,F(RW),43,365.5,5,15,0.821,2.462,25,2.2263,2.2444,49.8,-1.4055,0.218,-24.8,-1.3457,-0.2644,-19.27,2.1133,2.1677,49.36,143,188,3.4965,92.0213,95.5178,8.4095,92.1819,-4.913,-0.1607,-5.2384,1.3206,7.3887,92.4029,297,358,48.755,58.769,45.34,-1.5143,3.345,-2.22,-1.1494,4.718,-2.66,53.535,53.7845,49.88,1.6835,95.8101,97.4936,4.4288,95.9505,-2.7453,-0.1404,-2.6578,0.855,3.9475,95.9696,18.5367,7.9365,17.0455,18.1874,19.8338,17.4274,14.0845,16.5007,2,3,2,5,4,37,72,5.405405405,2.777777778,0.3283,0.4925,0.3283,0.8208,0.6566,6.0739,11.8194,40,60,100,80,270,116,70,84,42.963,25.9259,31.1111
