PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
182. Jaroslav Halak,Columbus Blue Jackets,,UFA,32,G,,28,-,-,-,-,-,12,9,2,2.80,.915,,"$4,750,000","$4,500,000"
183. Alex Killorn,Winnipeg Jets,,UFA,27,"C, LW",,81,19,17,36,-9,18:00,-,-,-,-,-,,"$4,450,000","$4,450,000"
184. Christopher Tanev,Philadelphia Flyers,,UFA,27,D,,53,2,8,10,3,20:20,-,-,-,-,-,,"$3,500,000","$4,450,000"
185. Mike Fisher,Minnesota Wild,NMC,UFA,37,C,,72,18,24,42,1,16:37,-,-,-,-,-,,"$4,000,000","$4,400,000"
186. Brandon Sutter,Calgary Flames,NTC,UFA,28,C,,81,17,17,34,-20,18:48,-,-,-,-,-,,"$4,250,000","$4,375,000"
187. Jack Johnson,Toronto Maple Leafs,,UFA,30,D,,82,5,18,23,23,21:49,-,-,-,-,-,,"$5,000,000","$4,357,143"
188. Drew Stafford,Pittsburgh Penguins,,UFA,31,"RW, LW",,58,8,13,21,6,14:16,-,-,-,-,-,,"$4,350,000","$4,350,000"
189. Dmitry Kulikov,Dallas Stars,,UFA,26,D,,47,2,3,5,-26,21:54,-,-,-,-,-,,"$4,500,000","$4,333,333"
190. Sean Couturier,Columbus Blue Jackets,,UFA,24,C,,66,14,20,34,12,18:26,-,-,-,-,-,,"$3,750,000","$4,333,333"
191. Devan Dubnyk,New York Rangers,M-NTC,UFA,31,G,,65,-,-,-,-,-,40,19,5,2.25,.923,,"$5,000,000","$4,333,333"
192. Michael Frolik,San Jose Sharks,M-NTC,UFA,29,"RW, C",,82,17,27,44,13,17:04,-,-,-,-,-,,"$5,000,000","$4,300,000"
193. James Van Riemsdyk,Nashville Predators,M-NTC,UFA,28,LW,,82,29,33,62,-2,15:53,-,-,-,-,-,,"$5,000,000","$4,250,000"
194. Patric Hornqvist,Detroit Red Wings,M-NTC,UFA,30,RW,,70,21,23,44,16,15:57,-,-,-,-,-,,"$4,750,000","$4,250,000"
195. John Klingberg,Detroit Red Wings,,UFA,24,D,,80,13,36,49,2,23:21,-,-,-,-,-,,"$2,750,000","$4,250,000"
196. David Savard,Ottawa Senators,,UFA,26,D,,74,6,17,23,33,21:50,-,-,-,-,-,,"$3,500,000","$4,250,000"
197. Kevin Shattenkirk,Toronto Maple Leafs,,UFA,28,D,,80,13,43,56,-7,19:51,-,-,-,-,-,,"$5,200,000","$4,250,000"
198. Marc-Edouard Vlasic,New York Islanders,NTC,UFA,30,D,,75,6,22,28,4,21:14,-,-,-,-,-,,"$4,250,000","$4,250,000"
199. Craig Smith,Washington Capitals,,UFA,27,"C, RW",,78,12,17,29,7,13:49,-,-,-,-,-,,"$4,000,000","$4,250,000"
200. Brian Gionta,Edmonton Oilers,M-NTC,UFA,38,RW,,82,15,20,35,-11,16:36,-,-,-,-,-,,"$3,250,000","$4,250,000"
201. Jonathan Ericsson,Edmonton Oilers,NTC,UFA,33,D,,51,1,8,9,-2,19:13,-,-,-,-,-,,"$4,250,000","$4,250,000"
202. Justin Abdelkader,Minnesota Wild,NTC,UFA,30,"LW, RW",,64,7,14,21,-20,16:39,-,-,-,-,-,,"$5,500,000","$4,250,000"
203. Craig Anderson,Edmonton Oilers,,UFA,36,G,,40,-,-,-,-,-,25,11,5,2.28,.926,,"$4,750,000","$4,200,000"
204. Tyler Bozak,Colorado Avalanche,M-NTC,UFA,31,C,,78,18,37,55,-1,16:25,-,-,-,-,-,,"$4,500,000","$4,200,000"
205. Nikolai Kulemin,Arizona Coyotes,,UFA,31,"LW, RW",,72,12,11,23,3,13:49,-,-,-,-,-,,"$4,250,000","$4,187,500"
206. T.J. Oshie,Florida Panthers,,UFA,30,RW,,68,33,23,56,28,17:51,-,-,-,-,-,,"$4,500,000","$4,175,000"
207. Oscar Klefbom,Winnipeg Jets,,UFA,24,D,,82,12,26,38,7,22:22,-,-,-,-,-,,"$3,000,000","$4,167,000"
208. Cam Talbot,Nashville Predators,NMC,UFA,30,G,,73,-,-,-,-,-,42,22,7,2.39,.919,,"$4,150,000","$4,166,667"
209. Jonas Brodin,Pittsburgh Penguins,,UFA,24,D,,68,3,22,25,5,19:34,-,-,-,-,-,,"$4,000,000","$4,166,667"
210. Adam Larsson,Toronto Maple Leafs,,UFA,24,D,,79,4,15,19,21,20:08,-,-,-,-,-,,"$3,000,000","$4,166,667"
211. Jonathan Bernier,Anaheim Ducks,,UFA,28,G,,39,-,-,-,-,-,21,7,2,2.50,.915,,"$4,150,000","$4,150,000"
212. Niklas Hjalmarsson,San Jose Sharks,"M-NTC, NMC",UFA,30,D,,73,5,13,18,12,21:29,-,-,-,-,-,,"$4,100,000","$4,100,000"
213. Nick Bjugstad,Tampa Bay Lightning,,UFA,25,C,,54,7,7,14,-19,13:09,-,-,-,-,-,,"$3,350,000","$4,100,000"
214. Steve Mason,Montreal Canadiens,,UFA,29,G,,58,-,-,-,-,-,26,21,3,2.66,.908,,"$4,100,000","$4,100,000"
215. Alexei Emelin,Pittsburgh Penguins,M-NTC,UFA,31,D,,76,2,8,10,1,21:19,-,-,-,-,-,,"$4,200,000","$4,100,000"
216. Olli Määttä,Los Angeles Kings,,UFA,22,D,,55,1,6,7,17,18:03,-,-,-,-,-,,"$4,083,300","$4,083,333"
217. Jake Gardiner,Los Angeles Kings,,UFA,27,D,,82,9,34,43,24,21:32,-,-,-,-,-,,"$4,050,000","$4,050,000"
218. Cam Fowler,Nashville Predators,,UFA,25,D,,80,11,28,39,7,24:50,-,-,-,-,-,,"$4,000,000","$4,000,000"
219. Milan Michalek,Edmonton Oilers,M-NTC,UFA,32,"LW, RW",,5,1,1,2,-2,14:16,-,-,-,-,-,,"$4,000,000","$4,000,000"
220. Jaromir Jagr,Calgary Flames,,UFA,45,RW,,82,16,30,46,2,16:59,-,-,-,-,-,,"$4,000,000","$4,000,000"
221. Mikkel Boedker,Anaheim Ducks,,UFA,27,"LW, RW",,81,10,16,26,0,14:20,-,-,-,-,-,,"$5,200,000","$4,000,000"
222. Victor Hedman,Nashville Predators,NMC,UFA,26,D,,79,16,56,72,3,24:30,-,-,-,-,-,,"$4,250,000","$4,000,000"
223. Ales Hemsky,Carolina Hurricanes,,UFA,33,RW,,15,4,3,7,-1,14:25,-,-,-,-,-,,"$4,000,000","$4,000,000"
224. Carl Hagelin,Buffalo Sabres,,UFA,28,LW,,61,6,16,22,10,15:29,-,-,-,-,-,,"$3,667,000","$4,000,000"
225. Alec Martinez,New Jersey Devils,,UFA,30,D,,82,9,30,39,-17,21:38,-,-,-,-,-,,"$3,900,000","$4,000,000"
226. Jake Muzzin,Detroit Red Wings,,UFA,28,D,,82,9,19,28,-21,22:17,-,-,-,-,-,,"$4,000,000","$4,000,000"
227. Ryan Johansen,Philadelphia Flyers,,RFA,24,"C, RW",,82,14,47,61,1,18:50,-,-,-,-,-,,"$6,000,000","$4,000,000"
228. Jussi Jokinen,Washington Capitals,M-NTC,UFA,34,"LW, RW, C",,69,11,17,28,-15,17:24,-,-,-,-,-,,"$4,000,000","$4,000,000"
229. Michael Stone,Detroit Red Wings,,UFA,27,D,,64,3,12,15,0,20:13,-,-,-,-,-,,"$4,000,000","$4,000,000"
230. Kevin Bieksa,Colorado Avalanche,NMC,UFA,36,D,,81,3,11,14,0,18:45,-,-,-,-,-,,"$4,000,000","$4,000,000"
231. Roman Josi,New York Rangers,,UFA,27,D,,72,12,37,49,7,25:04,-,-,-,-,-,,"$4,250,000","$4,000,000"
232. Victor Rask,Montreal Canadiens,,UFA,24,C,,82,16,29,45,-10,17:17,-,-,-,-,-,,"$4,000,000","$4,000,000"
233. Marco Scandella,Buffalo Sabres,,UFA,27,D,,71,4,9,13,-2,18:20,-,-,-,-,-,,"$3,750,000","$4,000,000"
234. Adam Henrique,Vancouver Canucks,,UFA,27,C,,82,20,20,40,-20,18:10,-,-,-,-,-,,"$4,500,000","$4,000,000"
235. Petr Mrazek,Calgary Flames,,RFA,25,G,,50,-,-,-,-,-,18,21,1,3.04,.901,,"$3,850,000","$4,000,000"
236. Wayne Simmonds,Anaheim Ducks,M-NTC,UFA,28,"RW, LW",,82,31,23,54,-18,18:58,-,-,-,-,-,,"$4,300,000","$3,975,000"
237. John Carlson,Tampa Bay Lightning,,UFA,27,D,,72,9,28,37,7,22:42,-,-,-,-,-,,"$4,000,000","$3,966,667"
238. Johan Franzen,Vegas Golden Knights,,UFA,37,"RW, LW",,0,0,0,0,0,,-,-,-,-,-,,"$3,500,000","$3,954,545"
239. Colin Wilson,Chicago Blackhawks,,UFA,27,"C, LW",,70,12,23,35,7,14:57,-,-,-,-,-,,"$4,000,000","$3,937,500"
240. Ondrej Pavelec,Detroit Red Wings,,UFA,29,G,,8,-,-,-,-,-,4,4,0,3.55,.888,,"$4,750,000","$3,900,000"
241. Andrew Shaw,Boston Bruins,,UFA,26,"C, LW, RW",,68,12,17,29,4,15:12,-,-,-,-,-,,"$5,500,000","$3,900,000"
242. Josh Gorges,San Jose Sharks,M-NTC,UFA,32,D,,66,1,5,6,-3,18:27,-,-,-,-,-,,"$3,900,000","$3,900,000"
243. Shane Doan,Anaheim Ducks,NMC,UFA,40,"RW, LW",,74,6,21,27,-3,15:02,-,-,-,-,-,,"$3,876,134","$3,876,134"
244. Michael Del Zotto,Vegas Golden Knights,,UFA,27,D,,51,6,12,18,-5,19:30,-,-,-,-,-,,"$4,000,000","$3,875,000"
245. Travis Hamonic,Ottawa Senators,,UFA,26,D,,49,3,11,14,-21,20:27,-,-,-,-,-,,"$4,875,000","$3,857,143"
246. Rickard Rakell,Dallas Stars,,UFA,24,C,,71,33,18,51,10,17:23,-,-,-,-,-,,"$3,800,000","$3,853,672"
247. Chris Kunitz,Nashville Predators,M-NTC,UFA,37,LW,,71,9,20,29,0,15:30,-,-,-,-,-,,"$3,550,000","$3,850,000"
248. Cody Eakin,Montreal Canadiens,,UFA,26,C,,60,3,9,12,-7,16:48,-,-,-,-,-,,"$3,850,000","$3,850,000"
249. Connor Murphy,New York Islanders,,UFA,24,D,,77,2,15,17,-13,19:10,-,-,-,-,-,,"$2,400,000","$3,850,000"
250. Darren Helm,Tampa Bay Lightning,NTC,UFA,30,C,,50,8,9,17,-6,15:22,-,-,-,-,-,,"$5,000,000","$3,850,000"
251. Matt Beleskey,St. Louis Blues,M-NTC,UFA,29,LW,,49,3,5,8,-10,13:15,-,-,-,-,-,,"$4,000,000","$3,800,000"
252. Justin Braun,Edmonton Oilers,,UFA,30,D,,81,4,9,13,1,20:04,-,-,-,-,-,,"$3,800,000","$3,800,000"
253. Jakob Silfverberg,Philadelphia Flyers,,UFA,26,"RW, LW",,79,23,26,49,10,18:29,-,-,-,-,-,,"$3,000,000","$3,750,000"
254. David Perron,Vegas Golden Knights,M-NTC,UFA,29,"LW, RW",,82,18,28,46,-2,17:17,-,-,-,-,-,,"$3,750,000","$3,750,000"
255. Johnny Oduya,Calgary Flames,M-NTC,UFA,35,D,,52,2,7,9,-4,18:31,-,-,-,-,-,,"$3,750,000","$3,750,000"
256. Dan Hamhuis,Ottawa Senators,M-NTC,UFA,34,D,,79,1,15,16,-7,19:21,-,-,-,-,-,,"$4,500,000","$3,750,000"
257. Mattias Ekholm,Ottawa Senators,,UFA,27,D,,82,3,20,23,4,23:27,-,-,-,-,-,,"$3,000,000","$3,750,000"
258. Brendan Gallagher,Columbus Blue Jackets,,UFA,25,RW,,64,10,19,29,7,15:05,-,-,-,-,-,,"$4,500,000","$3,750,000"
259. Anders Lee,Vancouver Canucks,,UFA,27,"C, LW",,81,34,18,52,9,15:35,-,-,-,-,-,,"$3,500,000","$3,750,000"
260. Simon Despres,Washington Capitals,,UFA,26,D,,1,0,0,0,0,16:08,-,-,-,-,-,,"$2,600,000","$3,700,000"
261. Braydon Coburn,New York Rangers,NTC,UFA,32,D,,80,5,7,12,-1,16:44,-,-,-,-,-,,"$3,700,000","$3,700,000"
262. Patrik Berglund,Minnesota Wild,M-NTC,UFA,29,"C, LW",,82,23,11,34,-7,15:59,-,-,-,-,-,,"$3,700,000","$3,700,000"
263. Mark Fayne,Vegas Golden Knights,,UFA,30,D,,4,0,2,2,1,07:55,-,-,-,-,-,,"$3,500,000","$3,625,000"
264. Matt Read,Florida Panthers,,UFA,31,"RW, LW",,63,10,9,19,3,13:47,-,-,-,-,-,,"$4,000,000","$3,625,000"
265. Luca Sbisa,Philadelphia Flyers,,UFA,27,D,,82,2,11,13,-1,18:58,-,-,-,-,-,,"$3,600,000","$3,600,000"
266. Mikael Backlund,New York Islanders,,UFA,28,C,,81,22,31,53,9,17:36,-,-,-,-,-,,"$3,575,000","$3,575,000"
267. Mark Stone,Tampa Bay Lightning,,RFA,25,RW,,71,22,32,54,12,18:33,-,-,-,-,-,,"$3,750,000","$3,500,000"
268. Kyle Turris,Tampa Bay Lightning,,UFA,27,C,,78,27,28,55,-3,19:30,-,-,-,-,-,,"$4,000,000","$3,500,000"
269. Cam Atkinson,Arizona Coyotes,,UFA,28,RW,,82,35,27,62,13,18:05,-,-,-,-,-,,"$3,500,000","$3,500,000"
270. Erik Gudbranson,Winnipeg Jets,,UFA,25,D,,30,1,5,6,-14,20:20,-,-,-,-,-,,"$3,500,000","$3,500,000"
271. Mike Ribeiro,Detroit Red Wings,,UFA,37,C,,46,4,21,25,-5,15:58,-,-,-,-,-,,"$3,500,000","$3,500,000"
272. Lars Eller,Carolina Hurricanes,,UFA,28,"C, LW, RW",,81,12,13,25,15,13:54,-,-,-,-,-,,"$4,250,000","$3,500,000"
273. David Desharnais,New York Islanders,,UFA,30,C,,49,6,8,14,4,11:20,-,-,-,-,-,,"$3,500,000","$3,500,000"
274. Eric Staal,San Jose Sharks,M-NTC,UFA,32,C,,82,28,37,65,17,18:36,-,-,-,-,-,,"$3,500,000","$3,500,000"
275. Reilly Smith,San Jose Sharks,,UFA,26,"RW, LW",,80,15,22,37,-13,18:21,-,-,-,-,-,,"$3,500,000","$3,425,000"
276. James Reimer,Vegas Golden Knights,,UFA,29,G,,43,-,-,-,-,-,18,16,3,2.53,.920,,"$4,500,000","$3,400,000"
277. Rob Scuderi,Carolina Hurricanes,M-NTC,UFA,38,D,,0,0,0,0,0,,-,-,-,-,-,,"$2,500,000","$3,375,000"
278. Radko Gudas,Los Angeles Kings,,UFA,27,D,,67,6,17,23,8,19:17,-,-,-,-,-,,"$4,000,000","$3,350,000"
279. Casey Cizikas,Florida Panthers,,UFA,26,C,,59,8,17,25,9,13:54,-,-,-,-,-,,"$2,500,000","$3,350,000"
280. Ondrej Palat,Minnesota Wild,,UFA,26,LW,,75,17,35,52,8,19:07,-,-,-,-,-,,"$4,000,000","$3,333,333"
281. Tyler Johnson,Calgary Flames,,UFA,26,C,,66,19,26,45,-5,18:49,-,-,-,-,-,,"$4,000,000","$3,333,333"
282. Jamie McGinn,Edmonton Oilers,,UFA,28,"LW, RW",,72,9,8,17,-23,13:10,-,-,-,-,-,,"$3,000,000","$3,333,333"
283. Cody Franson,Dallas Stars,,UFA,29,D,,68,3,16,19,-5,18:28,-,-,-,-,-,,"$2,650,000","$3,325,000"
284. Jacob Trouba,Carolina Hurricanes,,RFA,23,D,,60,8,25,33,4,24:57,-,-,-,-,-,,"$2,500,000","$3,308,824"
285. Trevor Daley,Anaheim Ducks,,UFA,33,D,,56,5,14,19,7,20:22,-,-,-,-,-,,"$2,700,000","$3,300,000"
286. Cam Ward,Winnipeg Jets,M-NTC,UFA,33,G,,61,-,-,-,-,-,26,22,2,2.69,.905,,"$3,500,000","$3,300,000"
287. Josh Bailey,San Jose Sharks,,UFA,27,"LW, RW",,82,13,43,56,5,18:22,-,-,-,-,-,,"$3,700,000","$3,300,000"
288. Joel Ward,Washington Capitals,M-NTC,UFA,36,RW,,78,10,19,29,-2,15:56,-,-,-,-,-,,"$3,275,000","$3,275,000"
289. Brenden Dillon,San Jose Sharks,,UFA,26,D,,81,2,8,10,-2,16:28,-,-,-,-,-,,"$2,750,000","$3,270,000"
290. Clayton Stoner,Minnesota Wild,,UFA,32,D,,14,1,2,3,0,17:33,-,-,-,-,-,,"$3,250,000","$3,250,000"
291. Justin Williams,Toronto Maple Leafs,,UFA,35,RW,,80,24,24,48,14,15:28,-,-,-,-,-,,"$3,250,000","$3,250,000"
292. Tyler Toffoli,Vegas Golden Knights,,UFA,25,"RW, LW",,63,16,18,34,6,16:35,-,-,-,-,-,,"$3,900,000","$3,250,000"
293. Jonathan Huberdeau,St. Louis Blues,,UFA,24,"LW, C",,31,10,16,26,-2,17:55,-,-,-,-,-,,"$4,000,000","$3,250,000"
294. Zbynek Michalek,Columbus Blue Jackets,,UFA,34,D,,3,0,0,0,1,17:39,-,-,-,-,-,,"$3,200,000","$3,200,000"
295. Charlie Coyle,Toronto Maple Leafs,,UFA,25,"C, RW",,82,18,38,56,13,16:42,-,-,-,-,-,,"$2,600,000","$3,200,000"
296. Matt Stajan,Columbus Blue Jackets,M-NTC,UFA,33,C,,81,6,17,23,3,12:40,-,-,-,-,-,,"$3,000,000","$3,125,000"
297. Jared Cowen,Ottawa Senators,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$4,500,000","$3,100,000"
298. Kris Russell,Montreal Canadiens,,UFA,30,D,,68,1,12,13,5,21:13,-,-,-,-,-,,"$3,100,000","$3,100,000"
299. Martin Hanzal,Montreal Canadiens,M-NTC,UFA,30,C,,71,20,19,39,-17,18:35,-,-,-,-,-,,"$3,500,000","$3,100,000"
300. Marcus Kruger,New York Rangers,,UFA,27,C,,70,5,12,17,7,14:01,-,-,-,-,-,,"$3,475,000","$3,083,333"
301. Andrew Cogliano,Calgary Flames,M-NTC,UFA,30,"LW, RW, C",,82,16,19,35,11,15:08,-,-,-,-,-,,"$3,100,000","$3,000,000"
302. Mathieu Perreault,Boston Bruins,,UFA,29,"C, LW",,65,13,32,45,-11,16:17,-,-,-,-,-,,"$3,000,000","$3,000,000"
303. Martin Jones,New York Islanders,,UFA,27,G,,65,-,-,-,-,-,35,23,2,2.40,.912,,"$3,000,000","$3,000,000"
304. Evgeny Kuznetsov,Detroit Red Wings,,UFA,25,"C, LW",,82,19,40,59,18,16:57,-,-,-,-,-,,"$3,400,000","$3,000,000"
305. Tomas Hertl,New York Rangers,,RFA,23,"C, RW",,49,10,12,22,-8,17:13,-,-,-,-,-,,"$2,800,000","$3,000,000"
306. Mikael Granlund,St. Louis Blues,,RFA,25,C,,81,26,43,69,23,18:49,-,-,-,-,-,,"$3,200,000","$3,000,000"
307. Leo Komarov,Carolina Hurricanes,,UFA,30,"C, LW",,82,14,18,32,6,17:04,-,-,-,-,-,,"$2,950,000","$2,950,000"
308. Deryk Engelland,New Jersey Devils,,UFA,35,D,,81,4,12,16,2,18:19,-,-,-,-,-,,"$2,750,000","$2,916,667"
309. Carl Gunnarsson,Minnesota Wild,,UFA,30,D,,56,0,6,6,-5,13:35,-,-,-,-,-,,"$2,900,000","$2,900,000"
310. Boone Jenner,Toronto Maple Leafs,,RFA,24,"C, LW",,82,18,16,34,14,16:03,-,-,-,-,-,,"$2,900,000","$2,900,000"
311. Ron Hainsey,Vancouver Canucks,M-NTC,UFA,36,D,,72,4,13,17,-8,22:19,-,-,-,-,-,,"$2,500,000","$2,833,333"
312. Ryan Murray,New York Rangers,,RFA,23,D,,60,2,9,11,3,18:19,-,-,-,-,-,,"$2,825,000","$2,825,000"
313. Cody Ceci,New York Rangers,,RFA,23,D,,79,2,15,17,-11,23:12,-,-,-,-,-,,"$2,250,000","$2,800,000"
314. Karl Alzner,Washington Capitals,M-NTC,UFA,28,D,,82,3,10,13,23,19:47,-,-,-,-,-,,"$2,800,000","$2,800,000"
315. Alex Galchenyuk,Minnesota Wild,,UFA,23,"C, LW, RW",,61,17,27,44,-5,15:55,-,-,-,-,-,,"$3,100,000","$2,800,000"
316. J.T. Miller,Carolina Hurricanes,,RFA,24,"C, RW",,82,22,34,56,17,16:21,-,-,-,-,-,,"$2,750,000","$2,750,000"
317. Eddie Lack,Colorado Avalanche,,UFA,29,G,,20,-,-,-,-,-,8,7,1,2.64,.902,,"$2,500,000","$2,750,000"
318. Adam McQuaid,Colorado Avalanche,,UFA,30,D,,77,2,8,10,4,18:14,-,-,-,-,-,,"$3,000,000","$2,750,000"
319. Cal Clutterbuck,Philadelphia Flyers,,UFA,29,RW,,66,5,15,20,2,13:59,-,-,-,-,-,,"$3,500,000","$2,750,000"
320. Tomas Tatar,San Jose Sharks,,UFA,26,"LW, RW",,82,25,21,46,-8,17:16,-,-,-,-,-,,"$2,750,000","$2,750,000"
321. Brendan Smith,Nashville Predators,,UFA,28,D,,51,3,6,9,1,18:44,-,-,-,-,-,,"$3,250,000","$2,750,000"
322. Vladimir Sobotka,Boston Bruins,,UFA,30,LW,,1,1,0,1,0,16:41,-,-,-,-,-,,"$2,725,000","$2,725,000"
323. Elias Lindholm,Edmonton Oilers,,RFA,22,"C, RW",,72,11,34,45,-2,18:10,-,-,-,-,-,,"$2,500,000","$2,700,000"
324. Ben Lovejoy,Toronto Maple Leafs,,UFA,33,D,,82,1,6,7,-7,20:46,-,-,-,-,-,,"$2,500,000","$2,666,667"
325. Nino Niederreiter,New York Islanders,,RFA,24,RW,,82,25,32,57,17,15:04,-,-,-,-,-,,"$3,500,000","$2,666,667"
326. Colin Greening,Chicago Blackhawks,M-NTC,UFA,31,LW,,0,0,0,0,0,,-,-,-,-,-,,"$3,200,000","$2,650,000"
327. Derek Dorsett,Colorado Avalanche,,UFA,30,RW,,14,1,3,4,-6,09:55,-,-,-,-,-,,"$2,500,000","$2,650,000"
328. Mika Zibanejad,St. Louis Blues,,UFA,24,"C, RW",,56,14,23,37,9,17:04,-,-,-,-,-,,"$3,250,000","$2,625,000"
329. Mark Stuart,Philadelphia Flyers,M-NTC,UFA,33,D,,42,2,2,4,4,12:27,-,-,-,-,-,,"$2,700,000","$2,625,000"
330. Thomas Vanek,Philadelphia Flyers,,UFA,33,"LW, RW",,68,17,31,48,-5,14:37,-,-,-,-,-,,"$2,600,000","$2,600,000"
331. Kevin Hayes,Anaheim Ducks,,RFA,25,C,,76,17,32,49,10,16:33,-,-,-,-,-,,"$2,600,000","$2,600,000"
332. Dmitry Orlov,New York Islanders,,UFA,26,D,,82,6,27,33,30,19:32,-,-,-,-,-,,"$2,570,000","$2,570,000"
333. Matt Dumba,Minnesota Wild,,RFA,23,D,,76,11,23,34,15,20:19,-,-,-,-,-,,"$2,350,000","$2,550,000"
334. Lee Stempniak,Buffalo Sabres,,UFA,34,RW,,82,16,24,40,2,15:50,-,-,-,-,-,,"$2,500,000","$2,500,000"
335. Nail Yakupov,Arizona Coyotes,,RFA,23,"RW, LW",,40,3,6,9,-3,10:38,-,-,-,-,-,,"$2,500,000","$2,500,000"
336. Joe Colborne,Chicago Blackhawks,,UFA,27,"C, LW, RW",,62,4,4,8,-21,10:41,-,-,-,-,-,,"$2,500,000","$2,500,000"
337. Matt Greene,Columbus Blue Jackets,,UFA,34,D,,26,1,1,2,3,13:10,-,-,-,-,-,,"$2,500,000","$2,500,000"
338. Brian Elliott,New York Islanders,,UFA,32,G,,49,-,-,-,-,-,26,18,2,2.55,.910,,"$2,700,000","$2,500,000"
339. Jannik Hansen,Winnipeg Jets,M-NTC,UFA,31,RW,,43,8,12,20,2,15:30,-,-,-,-,-,,"$3,000,000","$2,500,000"
340. Ryan Ellis,Pittsburgh Penguins,,UFA,26,D,,71,16,22,38,17,23:57,-,-,-,-,-,,"$2,500,000","$2,500,000"
341. Kevan Miller,Montreal Canadiens,,UFA,29,D,,58,3,10,13,1,17:47,-,-,-,-,-,,"$2,500,000","$2,500,000"
342. Ryan Strome,Arizona Coyotes,,RFA,24,"C, RW",,69,13,17,30,-8,14:36,-,-,-,-,-,,"$2,000,000","$2,500,000"
343. Matt Martin,Detroit Red Wings,,UFA,28,"LW, RW",,82,5,4,9,0,08:53,-,-,-,-,-,,"$3,500,000","$2,500,000"
344. Brock Nelson,Edmonton Oilers,,RFA,25,"C, LW",,81,20,25,45,-6,15:38,-,-,-,-,-,,"$2,500,000","$2,500,000"
345. Tommy Wingels,New Jersey Devils,,UFA,29,"RW, LW",,73,7,5,12,-11,10:57,-,-,-,-,-,,"$2,600,000","$2,475,000"
346. Blake Comeau,Dallas Stars,,UFA,31,"LW, RW",,77,8,12,20,-19,14:59,-,-,-,-,-,,"$2,400,000","$2,400,000"
347. Jakub Kindl,Los Angeles Kings,,UFA,30,D,,39,0,4,4,-11,14:41,-,-,-,-,-,,"$3,000,000","$2,400,000"
348. Jake Allen,Washington Capitals,,UFA,26,G,,61,-,-,-,-,-,33,20,4,2.42,.915,,"$2,500,000","$2,350,000"
349. Michael Raffl,Toronto Maple Leafs,,UFA,28,"LW, C",,52,8,3,11,-7,13:15,-,-,-,-,-,,"$2,350,000","$2,350,000"
350. Dale Weise,Nashville Predators,,UFA,28,RW,,64,8,7,15,1,12:52,-,-,-,-,-,,"$2,750,000","$2,350,000"
351. John Gibson,Minnesota Wild,,RFA,24,G,,52,-,-,-,-,-,25,16,6,2.22,.924,,"$1,500,000","$2,300,000"
352. Jimmy Hayes,New York Islanders,,UFA,27,RW,,58,2,3,5,-3,09:13,-,-,-,-,-,,"$2,300,000","$2,300,000"
353. Daniel Winnik,Tampa Bay Lightning,,UFA,32,C,,72,12,13,25,15,12:54,-,-,-,-,-,,"$1,800,000","$2,250,000"
354. Roman Polak,Nashville Predators,,UFA,31,D,,75,4,7,11,10,17:55,-,-,-,-,-,,"$2,250,000","$2,250,000"
355. Jason Chimera,Ottawa Senators,,UFA,38,"LW, RW",,82,20,13,33,1,13:03,-,-,-,-,-,,"$2,000,000","$2,250,000"
356. Nick Schultz,Vancouver Canucks,,UFA,34,D,,28,0,4,4,1,15:15,-,-,-,-,-,,"$2,250,000","$2,250,000"
357. Marcus Foligno,Edmonton Oilers,,RFA,25,LW,,80,13,10,23,-1,15:28,-,-,-,-,-,,"$2,250,000","$2,250,000"
358. Robin Lehner,Anaheim Ducks,,RFA,26,G,,59,-,-,-,-,-,23,26,2,2.68,.920,,"$3,150,000","$2,225,000"
359. Tobias Rieder,Washington Capitals,,RFA,24,"RW, LW",,80,16,18,34,-8,17:18,-,-,-,-,-,,"$2,000,000","$2,225,000"
360. Lance Bouma,Buffalo Sabres,,UFA,27,"C, LW, RW",,61,3,4,7,-2,11:20,-,-,-,-,-,,"$2,200,000","$2,200,000"
361. Matt Calvert,Vegas Golden Knights,,UFA,27,LW,,65,10,5,15,-4,13:20,-,-,-,-,-,,"$2,200,000","$2,200,000"
362. Thomas Hickey,New Jersey Devils,,UFA,28,D,,76,4,16,20,-1,17:31,-,-,-,-,-,,"$2,250,000","$2,200,000"
363. Shawn Matthias,San Jose Sharks,,UFA,29,"C, LW",,45,8,4,12,0,13:33,-,-,-,-,-,,"$2,125,000","$2,125,000"
364. Ian Cole,New York Rangers,,UFA,28,D,,81,5,21,26,26,19:49,-,-,-,-,-,,"$2,300,000","$2,100,000"
365. David Schlemko,New York Rangers,,UFA,30,D,,62,2,16,18,4,16:44,-,-,-,-,-,,"$2,500,000","$2,100,000"
366. Brad Richardson,Philadelphia Flyers,,UFA,32,RW,,16,5,4,9,-1,15:20,-,-,-,-,-,,"$2,250,000","$2,083,333"
367. Riley Sheahan,Ottawa Senators,,RFA,25,C,,80,2,11,13,-29,13:58,-,-,-,-,-,,"$2,075,000","$2,075,000"
368. Patrick Maroon,Los Angeles Kings,,UFA,29,LW,,81,27,15,42,13,16:44,-,-,-,-,-,,"$2,000,000","$2,000,000"
